№ дела,"Наименование организации, организационно-правовая форма",ИНН организации,КПП организации,Место нахождения организации,Адрес электронной почты,Адрес места осуществления лицензируемого вида деятельности обособленным подразделением организации,КПП обособленного подразделения организации,Код субъекта РФ по месту нахождения организации,Код субъекта РФ по месту осуществления лицензируемого вида деятельности обособленным подразделением организации,Вид лицензируемой деятельности,Вид продукции, Серия лицензии,Номер лицензии,Наименование лицензирующего органа выдавшего лицензию,Дата выдачи лицензии,Дата окончания действия лицензии,Дата приостановления действия лицензии,Дата возобновления действия лицензии,Дата прекращения действия лицензии,Дата аннулирования действия лицензии,Статус лицензии,Дата изменения статуса,Регистрационный номер лицензии,Руководитель организации,Контактный телефон,К-во лицензиатов,К-во объектов,в т.ч. объектов общественного питания,Дата государственной регистрации ЮЛ,ОГРН,Плановая проверка (когда),количество объетов,Внеплановая проверка,количество объектов,,,,,,,,,,,,
1424,"ООО ""ЮНАЙТ""",6829059367,682901001,"г. Тамбов, Рассказовское шоссе, 44",,"1. г. Тамбов, Рассказовское шоссе, 44; павильон",,68,,,,68 МЕ  ,003528 ,Управление по развитию промышленности и предпринимательства Тамбовской области,04.12.2009,04.12.2014,,,,,действующая,,,Пономарева  Елена Александровна,56-56-13   89107526119,1,1,,,1096829006120,,,,,,,,,,,,,,,,
,,,,,vita-kharitonovyandex.ru,"2. Тамбов, ул. Рылеева, д. 59а, корп.6 №84 - магазин; 3.г.Тамбов, ул.Астраханская, 1/16 - павильон",,68,,,,,,Управление по развитию промышленности и предпринимательства Тамбовской области,,,,,,, ,,,,,,2,,,,,,,,,,,,,,,,,,,
1421,"ООО ""Напарник""",6829049168,682901001,"г. Тамбов, Студенецкая набережная, 14/17",,"1. г. Тамбов, ул. Базарная, 115/159,бар; 2.г. Тамбов, ул. Клубная, д.15-магазин; 3. г. Тамбов, ул. Коммунальная, 21-А - кафе   4. Тамбов, б.Энтузиастов, д. 2а - кафе 5. магазин- Тамбовский р-н, с. Бокино, ул. Советская, 139 (02.08.11)",,68,,,,68МЕ ,003735 ,Управление по развитию промышленности и предпринимательства Тамбовской области,30.03.2011,04.12.2014,,,,3/23/2012,действующая,,от 28.03.2011 № 3349,Ломакин Алексей Александрович,47-45-53   89156706626   ,1,2,1,9/23/2008,1086829008870,,,,,,,,,,,,,,,,
1427,"ООО ""Садиант""",6829058660,682901001,"г. Тамбов, ул. Чичканова, 75",,"1. Сосновский р-н, р.п. Сосновка,ул.Мичурина, магазин на АЗК",,68,,,,68 МЕ  ,003532,Управление по развитию промышленности и предпринимательства Тамбовской области,12.12.2009,12.12.2014,,,,,действующая,,,Шеляков Николай Вячеславович,781053   89106543134,1,1,,,1096829005470,,,,,,,,,,,,,,,,
1426,"ООО ""Дворик""",6829059913,682901001,"г. Тамбов, ул. Ореховая, д.5, № 78",,"1. г. Тамбов, ул. Ореховая, д.5, № 78, магазин ""Дворик""",,68,,,,68 МЕ ,003533,Управление по развитию промышленности и предпринимательства Тамбовской области,12.12.2009,12.12.2014,,,,,действующая,,,Юрьева Нина Николаевна  Виткевич Анатолий Михайлович,582702   89027207064 89158897117,1,1,,,1096829006670,,,,,,,,,,,,,,,,
1429,"ООО ""АВАЛОН""",6829059141,682901001,"г. Тамбов, ул. Энгельса, д.5 пом. № 198 А",,"1.г. Тамбов, ул. Энгельса, д.5 пом. № 198 А; кафе ""Венская кондитерская""",,68,,,,68 МЕ  ,003536,Управление по развитию промышленности и предпринимательства Тамбовской области,15.12.2009,15.12.2014,,,,,действующая,,,Евсеева Елена Владимировна,75-58-60   89806756490,1,1,1,,1096820005921,,,,,,,,,,,,,,,,
1432,"ООО ""Ной""",6829060605,682901001,"г. Тамбов, ул. К. Московского, д.37",,"1.г. Тамбов, ул. К. Московского, д.37; павильон",,68,,,,68 МЕ ,003538,Управление по развитию промышленности и предпринимательства Тамбовской области,21.12.2009 ,21.12.2014,,,,,действующая,,,Алексеев Александр Валериевич,776020   89537076822  89066579805,1,1,,,1096829007330,,,,,,,,,,,,,,,,
1436,"ООО ""Крит""",68290161359,682901001,"г. Тамбов, ул. Елецкая, 4/20",,"1.г. Тамбов, ул. Елецкая, 4/20; павильон ""Продуктыс""",,68,,,,68 МЕ ,003545 ,Управление по развитию промышленности и предпринимательства Тамбовской области,28.12.2009,28.12.2014,,,,,действующая,,,Левина Марина Александровна,89158686320,1,1,,,1096829008066,,,,,,,,,,,,,,,,
1437,"ООО ""Кафе ""Домашняя кухня""",6829060845,682901001,"г. Тамбов, Привокзальная площадь, д.7",lomakina@indox.ru,"1. г. Тамбов, Привокзальная площадь, д.7; кафе ""Домашняя кухня""",,68,,,,68 МЕ  ,003548 ,Управление по развитию промышленности и предпринимательства Тамбовской области,29.12.2009 ,29.12.2014,,,,,действующая,,,Сажнева Ольга Вячеславовна,89051222323,1,1,1,,1096829007569,,,,,,,,,,,,,,,,
1439,"ООО ""Тамбовтраст""",6829049947,682901001,"г. Тамбов, бульвар Энтузиастов, 1",,"1. г. Тамбов, Студенецкая набережная/ул. Карла Маркса, д. 14/170; закусочная ""Спелая вишня""; 2. Тамбовский р-н, с. Столовое, ул. Горького,3 - магазин; 3.г. Тамбов, ул. Молсковская, 65 - бар; 4.г. Тамбов, бульвар Энтузиастов 2а - закусочная; 5. г. Тамбов, бульвар Энтузиастов, 1Н - бар.",,68,,,,68 МЕ ,003550,Управление по развитию промышленности и предпринимательства Тамбовской области,29.12.2009 ,29.12.2014,,,,,прекращена,10/5/2012,4375 от 25.05.2012,Ломакин Алексей Александрович,89156706626, , , ,10/16/2008,1086829009640,,,,,,,,,,,,,,,,
1439,"ООО ""Тамбовтраст""",6829049947,682901001,"г. Тамбов, бульвар Энтузиастов, 1",lomakina@indox.ru,"  Тамбовский р-н, с. Столовое, ул. Горького,3 - магазин; ",,68,,,,68 МЕ ,004983,Управление по развитию промышленности и предпринимательства Тамбовской области,05.10.2012 ,29.12.2014,,,,,действующая,,4809 от 04.102012,Ломакин Алексей Александрович,89156706626,5,1, ,10/16/2008,1086829009640,,,,,,,,,,,,,,,,
,,,,,,"г. Тамбов, ул. Московская, 65 - бар; ",,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,
,,,,,,"г. Тамбов, бульвар Энтузиастов 2а - закусочная; ",,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,
,,,,,," г. Тамбов, бульвар Энтузиастов, 1Н - бар.",,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,
1313,"ООО ""Базис""",6829030015,682901001,"г. Тамбов, ул. Советская, 191",,"1. г. Тамбов, ул. Советская, 191 - кафе ""Дубрава""",,68,,,,68 МЕ ,003359,Управление по развитию промышленности и предпринимательства Тамбовской области,10.02.2009 ,10.02.2014,,,,,действующая,,,Дронов Валентин Владимирович,"563806, 89107543136 (Нина Алексеевна)",1,1,1,,1076829001732,,,,,,,,,,,,,,,,
,,,,,,"закусочная Тамбов, ул. Советская, 191",,68,,,,,,Управление по развитию промышленности и предпринимательства Тамбовской области,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,
1443,"ООО ""Аспект""",6829061983,682901001,"г. Тамбов, ул. Советская, 81 а",office@tk-tambov.ru,"1.г. Тамбов, ул. Советская, 81 а, супермаркет ""Модерн""",,68,,,,68 МЕ,003558,Управление по развитию промышленности и предпринимательства Тамбовской области,23.01.2010,23.10.2015,,,,,действующая,,,Гололобов Сергей Евгеньевич,71-94-33 89606651515,1,1,,,1096829008660,,,,,,,,,,,,,,,,
1446,"ООО ""Альянс Плюс""",6829059335,682901001,"г. Тамбов, ул. Астраханская, 164 г",tartishevskaya@mail.ru,"1. г. Тамбов, ул. Андреевская, д. 33 е - магазин № 2 ",,68,,,,68МЕ  ,004430,Управление по развитию промышленности и предпринимательства Тамбовской области,05.02.2012 ,05.02.2013,,,,,действующая,,26.01.2012 № 4140,Вдовин Герман Игоревич    ,48-07-52  89107586521 Красильников Ал-др Витальевич,1,1,,9/22/2009,1096829006097,,,,,,,,,,,,,,,,
1363,"ООО ""Артмаг""",6829055210,682901001,"г. Тамбов, ул. Степная, д. 78",,"1. г. Тамбов, ул. Степная, д. 78 - магазин; 2. г. Тамбов, ул. С. Лазо, 40 - магазин ",,68,,,,68МЕ ,003438 ,Управление по развитию промышленности и предпринимательства Тамбовской области,11.06.2009,11.06.2014,,,,,действующая,,22.09.2011 № 3907,Артишевская Татьяна Юрьевна,"715738, 89204802626,  89610373224-Т.Ю.; 89601388080-Олег Иванович",1,2,,4/13/2009,1096829001906,,,,,,,,,,,,,,,,
,,,,,ek068@yandex.ru,"3. Тамбов, ул. Д.Карбышева, д.6А, пом.№ 1 - магазин 4. г. Тамбов, ул. Астраханская, 187Г - магазин",,68,,,,,,Управление по развитию промышленности и предпринимательства Тамбовской области,,,,,,,,,,,, ,2,,,,,,,,,,,,,,,,,,,
1460,"ООО ""Беркут""",6829064712,682901001,"г. Тамбов, ул. Базарная, д. 119, литер ""В""",,"1. г. Тамбов, ул. Базарная, 119, лит. В - кафе",,68,,,,68МЕ,004572,Управление по развитию промышленности и предпринимательства Тамбовской области,26.04.2012,26.04.2013,,,,,действующая,,4324 от 26.04.2012,Шебалкин Михаил Михайлович,"723037, 89106591839",1,1,,,1106829002092,,,,,,,,,,,,,,,,
,,,,,,"2. г. Тамбов, ул. Базарная, 119, лит. В - бар",,68,,,,,,Управление по развитию промышленности и предпринимательства Тамбовской области,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
,,,,,,"3. закусочная - г. Тамбов, ул. Полынковская, д. 55",,68,,,,,,Управление по развитию промышленности и предпринимательства Тамбовской области,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
1390,"ООО ""Дельсур""",6829057955,682901001,"г. Тамбов, ул. Советская, 5/12",,"1. г. Тамбов, ул. Советская, 5/12; супермаркет ""Южный""",,68,,,,68 МЕ ,003489,Управление по развитию промышленности и предпринимательства Тамбовской области,21.09.2009 ,21.09.2014,,,,,действующая,,,Голубцов Сергей Геннадьевич,71-06-15  89107506194,1,1,,,1096829004865,,,,,,,,,,,,,,,,
1394,"ООО ""Трек""",6829055010,682901001,"г. Тамбов, ул. Московская, 13 д",,"1. г. Тамбов, ул. Астраханская, 164 а; закусочная",,68,,,,68 МЕ ,003499,Управление по развитию промышленности и предпринимательства Тамбовской области,06.10.2009 ,06.10.2014,,,,,действующая,,,Домнышев Юрий Анатольевич,89158874424,1,1,1,,1096829001719,,,,,,,,,,,,,,,,
1396,"ООО ""ДРИМ""",6829053693,682901001,"г. Тамбов, ул. Пензенская, 69",,"1. г. Тамбов, ул. Лермонтовская, 101; магазин",,68,,,,68 МЕ ,003498 ,Управление по развитию промышленности и предпринимательства Тамбовской области,03.10.2009 ,03.10.2014 ,,,,,действующая,,,Мурзина Ирина Анатольевна,89027202404   481249   ,1,1,,,1096829000509,,,,,,,,,,,,,,,,
1399,"ООО ""Гранд""",68290039787,682901001,"г. Тамбов, ул. К. Маркса, 176 а",,"1. г. Тамбов, ул. К. Маркса, 176 а; кафе",,68,,,,68 МЕ ,003496 ,Управление по развитию промышленности и предпринимательства Тамбовской области,01.10.2009 ,01.10.2014,,,,,действующая,,,Антонова Лидия Юрьевна,89202321505  729929,1,1,1,,1076829011753,,,,,,,,,,,,,,,,
1400,"ООО ""Армада""",6829056430,682901001,"г. Тамбов, Пограничный проезд, 2",,"1. г. Тамбов, ул. А.Бебеля/Пролетарская, павильон",,68,,,,68 МЕ ,003494,Управление по развитию промышленности и предпринимательства Тамбовской области,28.09.2009 ,28.09.2014,,,,,действующая,,,Матвеева Олеся Сергеевна,89027217504,1,1,,,1096829003040,,,,,,,,,,,,,,,,
1458,"ООО ""Вера""",6829053365,," г. Тамбов, ул. Ипподромная, 7",marka064952@mail.ru,"1. г. Тамбов, ул. Ипподромная, 7",,68,,,,68МЕ  до ,003766,Управление по развитию промышленности и предпринимательства Тамбовской области,06.04.2011,06.04.2012,,,,,истекла,,,Загороднева Ольга Николаевна,"89106582306 - О.Н., 89108526786 - Вера Юрьевна", , ,,,1096829000190,,,,,,,,,,,,,,,,
1470,"ООО ""Марка""",6829064952,682901001,"г.Тамбов, ул. Лермонтовская, д. 134",sh-direxpl@econom.tmb.ru,"Тамбов, ул. Интернациональная/Пролетарская д.65/168 пом.61 - магазин",,68,68,розничная продажа алкогольной продукции,,68МЕ  ,004790,Управление по развитию промышленности и предпринимательства Тамбовской области,16.07.2012,16.07.2013,,,,,действующая ,,4563 от 11.07.2012,Марков Валерий Викторович,720721   89158622971,1,1,,4/6/2010,1106829002323,,,,,,,,,,,,,,,,
1476,"ООО ""Сервис К""",6829012425,682901001,"г.Тамбов, ул.Мичуринская, д. 191 Б",,"1. Тамбов, ул. Мичуринская, 191 Б - магазин; 2. г. Тамбов, ул. Мичуринская, 149 Б - магазин; 3. г. Тамбов, ул. Киквидзе, 73 Б; 4. г. Тамбов, ул. Советская/М.Горького, 104/14",,68,68,розничная продажа алкогольной продукции,,68МЕ   ,004579,Управление по развитию промышленности и предпринимательства Тамбовской области,29.04.2012,12.10.2013,,,,,действующая ,,4597 от 18.07.2012,Еремина Екатерина Георгиевна,"714121, 52-28-66   89107565454 (Толмачева Ирина Васильевна)",1,4,,4/6/2005,1056882301772,,,,,,,,,,,,,,,,
1480,"ООО ""Гранд-1""",6829060965,682901001,"г.Тамбов, ул. Пионерская, 22",nika-tambov2011@yandex.ru,"1. магазин-г.Тамбов, ул. С.Лазо,38                            2. магазин -г.Тамбов, ул. Пионерская, 22",,68,,,,68МЕ  ,004262 ,Управление по развитию промышленности и предпринимательства Тамбовской области,24.10.2011 ,24.10.2012,,,,,действующая ,,22.10.2011 № 3934,Назарян Мартин Гамлетович,"75-76-40 89029360111, 89537047640",1,2,,11/19/2009,1096829007692,,,,,,,,,,,,,,,,
1481,"ООО ""Ника""",6829061581,682901001,"г. Тамбов, ул.Жуковского, 2а, пом.19",gain.natalya@mail.ru,"1. магазин - г. тамбов, ул. Жуковского, 2а, пом.19",,68,,,,68МЕ  ,004250 ,Управление по развитию промышленности и предпринимательства Тамбовской области,19.10.2011 ,19.10.2012,,,,,действующая ,,17.10.2011 № 3920,Лавринов Виктор Михайлович,532913 89107503789 Наталья Юрьевна 89107505285 Виктор Михайлович,1,2,,12/7/2009,1096829008275,,,,,,,,,,,,,,,,
1484,"ООО ""Ариада""",6829045903,682901001,"г. Тамбов, ул. Мичуринская, 46",,"1. павильон-Г.Тамбов, ул. Советская, 116   2. павильон-г.Тамбов, ул. Мичуринская, 46",,68,,,,68МЕ  ,004256,Управление по развитию промышленности и предпринимательства Тамбовской области,18.10.2011,18.10.2012,,,,,действующая ,,17.10.2011 № 3927,Назаров Евгений Константинович,532599  8-9156729862,1,2,,6/5/2008,1086829005757,,,,,,,,,,,,,,,,
1496,"ООО ""Успех""",6829068964,,"г. Тамбов/ Ореховая, 15/2 № 1",tcmauto@mail.ru,"1. г. Тамбов, ул. Чичерина/ Ореховая, 15/2 №83 - закусочная",,68,,,,68 МЕ  ,004299 ,Управление по развитию промышленности и предпринимательства Тамбовской области,08.12.011 ,08.12.2012,,,,,прекращена,,23.11.2011 № 3978,Дробышева Тамара Вениаминовна,"477813, 89158607072, 89106560220- Агибалова Юлия Михайловна",,,,10/11/2010,1106829006130,,,,,,,,,,,,,,,,
1495,"ООО ""ДЖАЗ""",6829069132,682901001,"г. Тамбов, ул. Мичуринская. 140 б",,"1. г. Тамбов, ул. Мичурнская, д. 140- б -кафе",,68,,,,68МЕ    ,004318,Управление по развитию промышленности и предпринимательства Тамбовской области,02.12.2011 ,02.12.2012,,,,,действующая ,,29.11.2011 № 4003,Панкова Светлана Петровна,"525697, 89156612821",1,1,1,10/18/2010,1106829006305,,,,,,,,,,,,,,,,
1487,"ООО ""Милана""",6829068322,682901001,"г. Тамбов, ул. Дорожная, 2/73, лит. Е",albion-caf?@mail.ru,"1.г. Тамбов, ул. Дорожная/Гастелло, 2/73, лит. Е - закусочная",,68,,,,68МЕ   ,004274 ,Управление по развитию промышленности и предпринимательства Тамбовской области,28.10.2011 ,28.10.2012,,,,,действующая ,,27.10.2011 № 3945,Оглы Валентин Романович,89606624421,1,1,1,9/8/2010,1106829005502,,,,,,,,,,,,,,,,
1490,"ООО ""Альбион""",6829067625,682901001,"г. Тамбов, ул. Октябрьская, 11",lilia_tmb@rambler.ru,"1. г. Тамбов, ул. Октябрьская, 11- кафе",,68,,,,68МЕ ,004272,Управление по развитию промышленности и предпринимательства Тамбовской области,03.11.2011,03.11.2014,,,,,действующая ,,25.10.2011 № 3943,Коломников Сергей Валерьевич,"711785, 89106524232",1,1,1,8/6/2010,1106829004842,,,,,,,,,,,,,,,,
1502,"ООО ""ВКУС""",6829065699,682901001,"г. Тамбов, ул. Пионерская, 5-в",,"1. г. Тамбов, ул. Советская, 148/45 -кафе",,68,,,,68 МЕ,004384,Управление по развитию промышленности и предпринимательства Тамбовской области,20.12.2011,20.12.2012,,,,,действующая ,,19.12.2011 № 4082,Белоусова Лилия Владимировна,"760627, 89107501450",1,1,1,5/5/2010,1106829003027,,,,,,,,,,,,,,,,
,,,,,vadlos@mail.ru,"2. г. Тамбов, ул. Пионерская, 5-в -кафе",,68,,,,,,Управление по развитию промышленности и предпринимательства Тамбовской области,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,
1504,"ООО ""Свелос""",6829023875,682901001,"г. Тамбов, ул. Тулиновская, д. 26",demenets@yandex.ru,"1. г. Тамбов, ул. Тулиновская, д. 26, №33 - магазин",,68,,,,68 МЕ,004339,Управление по развитию промышленности и предпринимательства Тамбовской области,18.12.2011 ,18.12.2012,,,,,действующая ,,17.12.2010 № 3238,Лоскутов Вадим Анатольевич,"532583, 89027212364 89151976949 (Светлана Анатольевна-учредитель)",1,1,,6/30/2006,1066829050045,,,,,,,,,,,,,,,,
1512,"ООО ""Денискина Корчма""",6829070610,682901001,"г. Тамбов, ул. Бориса Федорова, 3, к.11",,"1. кафе - г.Тамбов, ул. Астраханская, 175 а",,68,,,,68 МЕ ,004433,Управление по развитию промышленности и предпринимательства Тамбовской области,01.02.2012,01.02.2013,,,,,действующая ,,30.01.2012№ 4144,Деменец Денис Валерьевич,489493  89606700001 89158825993 (Петров Денис Сергеевич),1,1,1,12/15/2010,1106829007702,,,,,,,,,,,,,,,,
1513,"ООО ""Росторг""",6829069238,,"г. Тамбов, ул. Чичерина/Ореховая, 13/1, офис 78",ff83@mail.ru,"1. магазин - г. Тамбов, ул. Чичерина/Ореховая, 13/1, № 78 ",,68,,,,68 МЕ ,003685,Управление по развитию промышленности и предпринимательства Тамбовской области,03.02.2011 ,03.02.2012,,,,,истекла,,реш. 3281 от 02.02.2011,Гсаян Кулилк Ростамовна,89158745555 директор 89537025479 елена, , ,,,1106829006382,,,,,,,,,,,,,,,,
1516,"ООО ""Промторг""",6829069904,682901001,"г. Тамбов, ул. Интернациональная, 85",voyakina068@mail.ru,"1. кафе - г. Тамбов, ул. Интернациональная, 85 ",,68,,,,68 МЕ,004594,Управление по развитию промышленности и предпринимательства Тамбовской области,12.05.2012,12.05.2013,,,,,действующая ,,4349 от 11.05.2012,Воронина Яна Юрьевна,720473  89606644507 (Наталья Николаевна),1,1,1,11/22/2010,1106829007031,,,,,,,,,,,,,,,,
1515,"ООО ""Эталон Плюс""",6829061912,682901001,"г. Тамбов, ул. Советская, 143, оф. 76",,"1. магазин - г. Тамбов, ул. Советская, 143, № 76",,68,,,,68МЕ ,004447,Управление по развитию промышленности и предпринимательства Тамбовской области,28.02.2012,28.02.2013,,,,,прекращена,9/22/2012,13.02.2012 №4171,Гулчак Николай Герасимович,483363  89107561960, , ,,12/15/2009,1096829008594,,,,,,,,,,,,,,,,
,,,,,ar-pe@mail.ru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1518,"ООО ""РИД""",6829070843,682901001,"г. Тамбов, ул. Красная, 14",tatyana.turovceva@mail.ru,"1. г. Тамбов, ул. Красная, 14 -кафе",,68,,,,68МЕ  ,004507,Управление по развитию промышленности и предпринимательства Тамбовской области,29.03.2012,29.03.2013,,,,,действующая ,,4243 от 28.03.2012,Астахов Руслан Леонидович,"633020, 89106554035, 89158705141",1,1,1,12/22/2010,1106829007944,,,,,,,,,,,,,,,,
1527,"ООО ""Квинта""",6829069862,,"г. Тамбов, ул. им. Юрия Гагарина, 38",kurbatov7668@mail.ru,"1. г. Тамбов, ул. Им. Юрия Гагарина, 38 - магазин                       2. г. Тамбов, ул. Ю.Гагарина, 38 - ресторан ;  3. г. Тамбов, ул. Чичканова, 75 №1 магазин",,68,,,,68 МЕ ,003807,Управление по развитию промышленности и предпринимательства Тамбовской области,20.04.2011,22.04.2012,,,,,истекла,,22.04.2011 № 3432,Туровцева Татьяна Семеновна,89051200914, , , ,11/18/2010,1106829006998,,,,,,,,,,,,,,,,
1533,"ООО ""Кафе Галерея""",6829070191,682901001,"г. Тамбов, ул. Державинская, 10а, стр. 3",,"1. Тамбов, ул. Державинская, 10а, стр.3",,68,,,,68МЕ ,004531,Управление по развитию промышленности и предпринимательства Тамбовской области,29.04.2012,29.04.2013,,,,,действующая ,,4272 от 10.04.2012,Курбатов Игорь Владимирович,729191         89107537335,1,1,1,12/1/2010,1106829007295,,,,,,,,,,,,,,,,
1532,"ООО ""Вдохновение""",6829072424,,"г.Тамбов, Студенецкая набережная, 20",olimpic.tmb.@mail.ru,"1. Тамбов, ул. Новолагерная, 72 - закусочная;                                           2. Тамбов, ул. Сенько, 24 - магазин 3. Тамбов, ул. Новолагерная, 72 - магазин",,68,,,,68МЕ ,003840,Управление по развитию промышленности и предпринимательства Тамбовской области,06.05.2011,06.05.2012,,,,,истекла,,рег.номер 3458 от 05.05.2011,Гололобова Наталия Владимировна,89537156883, , , ,,1116829001090,,,,,,,,,,,,,,,,
1537,"ООО ""Магистраль""",6829058476,682901001,"г. Тамбов, ул. Московская, 54а",,"1. г. Тамбов, ул. Московская, 54а - кафе",,68,68,,,68МЕ ,004634,Управление по развитию промышленности и предпринимательства Тамбовской области,18.06.2012,18.06.2015,,,,,действующая ,,4397 от 05.06.2012,Толмачев Евгений Юрьевич,"84752-474830, 89204873220",1,1,1,,1096829005305,,,,,,,,,,,,,,,,
1547,"ООО ""Рассвет""",6829070018,,"г. Тамбов, ул. Интернациональная, д. 30Д",,"1. г. Тамбов, ул. Интернациональная, 30Д - магазин ""Рассвет""",,68,68,,,68МЕ ,004164,Управление по развитию промышленности и предпринимательства Тамбовской области,23.07.2011 ,23.07.2012,,,,,истекла,,22.07.2011 № 3819,Межуева Людмила Владимировна,"847552721642, 89606678846", , ,,,1106829007120,,,,,,,,,,,,,,,,
,,,,,ludmilarassvet@mail.ru,"2. г. Тамбов, ул. Железнодорожная, 50 - магазин ""Рассвет""",,68,68,,,,,Управление по развитию промышленности и предпринимательства Тамбовской области,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,
1547,"ООО ""Рассвет""",6829070018,682901001,"г. Тамбов, ул. Железнодорожная, 50",fish68@bk.ru,"1. г. Тамбов, ул. Интернациональная, 30Д - магазин ""Рассвет""",682901001,68,68,,,68МЕ ,004164,Управление по развитию промышленности и предпринимательства Тамбовской области,20.09.2012,20.09.2013,,,,,действующая,,4766 от 19.09.2012,Межуева Людмила Владимировна,"847552-721622, 710199, 89606678846",1,1,,11/25/2010,1106829007120,,,,,,,,,,,,,,,,
1578,"ООО ""Бухта изобилия""",6829028150,682901001,"г.Тамбов, ул. Ипподромная, 12 м",,"1. г.Тамбов, ул. К.Маркса/А.Бебеля, 60/44, №9",,68,68,,,68МЕ,004451,Управление по развитию промышленности и предпринимательства Тамбовской области,20.02.2012,20.02.2013,,, ,,действующая , ,17.02.2012 №4178,Черемисина Татьяна Анатольевна,89158883113   89158898888,1,1,,,1066829054973,,,,,,,,,,,,,,,,
,,,,,kehtrin-8@yandex.ru,"2. г. Тамбов, ул. Мичуринская, 78",, ,68,,, ,,,,,,,,,,, ,,,,1,,,,,,,,,,,,,,,,,,,
1585,"ООО ""Рассвет Плюс""",6829080834,682901001,"г.Тамбов, ул. Интернациональная, 30д",otdeda-leshi@rambler.ru,"г.Тамбов, ул. Интернациональная, 30д; магазин",,68,,,,68МЕ,004532 ,Управление по развитию промышленности и предпринимательства Тамбовской области,11.04.2012,11.04.2013,,,,,действующая ,,4273 от 10.04.2012,Великороднов Сергей Александрович,721642  89156765635 (Мркулова Екатерина ),1,1,,2/22/2012,1126829001364,,,,,,,,,,,,,,,,
1587,"ООО ""От Деда Лёши""",6829080200,682901001,"г. Тамбов, ул. Чичерина, 58, помещение 114",hp.vesta@yandex.ru,"г. Тамбов, ул. Чичерина, 58, помещение 114, магазин",,68,,,,68МЕ,004533,Управление по развитию промышленности и предпринимательства Тамбовской области,11.04.2012 ,11.04.2014,,,,,действующая ,,4274 от 10.04.2012,Черешнева Любовь Николаевна,84752583258  89158751755,1,1,,2/7/2012,1126829000759,,,,,,,,,,,,,,,,
1582,"ООО ""Веста""",6829080094,682901001,"г. Тамбов, ул. Чичканова, 79, корпус2",tambovotdelkara@mail.ru,"1.г. Тамбов, ул. Чичканова, 79, корпус2 магазин ""Любимые продукты""",,68,,,,68 МЕ,004512,Управление по развитию промышленности и предпринимательства Тамбовской области,31.03.2012,31.03.2013,,,,,действующая ,,4249 от 30.03.2012,Филатова Татьяна Алексеевна,89107579952   84752420009,1,1,,2/2/2012,1126829000572,,,,,,,,,,,,,,,,
1574,"ООО ""РА""",6829063821,682901001,"г. Тамбов, ул. К. Маркса, 32/47",,"1. г. Тамбов, ул. К. Маркса/Ф.Энгельса, д. 32/47, закусочная.       2. г. Тамбов, ул. К. Маркса/Ф.Энгельса, д. 32/47, магазин",,68,,,,68 МЕ     ,004415,Управление по развитию промышленности и предпринимательства Тамбовской области,30.12.2011,30.12.2012,,,,,действующая ,,29.12.2011 № 4117,Авдошин  Станислав Олегович,84752753649    89156780050,1,2,1,2/18/2010,1106829001278,,,,,,,,,,,,,,,,
325,"ЗАО ""Тамбовнефтепродукт""",6831004608,,"г. Тамбов, ул. Пионерская, 9 а",,"1. Г. Тамбов, ул. Никифоровская/ ул. Мичуринская - магазин АЗК № 83",,68,,,,68 МЕ ,003991,,7/6/2011,7/6/2012,,,,,истекла,,реш.№3634 от 17.06.2011,Жестков Андрей Юрьевич,758082,,,,,1026801156975,2007,1,,,,,,,,,,,,,,
,,,,,,"2. Кирсановский р-он, п. Тоновка, пр. Тоновский, 23 - магазин АЗК № 49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"3. Инжавинский р-он, рп. Инжавино, ул. К. Маркса, 231 - азк № 12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"4. Жердевский р-он, г. Жердевка, ул. Октябрьская, 52 а - магазин АЗК № 10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"5. Жердевский р-он, 543 км. а\д Моска - Волгоград - магазин АЗК № 11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"6. Гавриловский р-он, с. 2 Гавриловка, 119 км. а\д Тамбов - Пенза - магазин АЗК № 78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"7. Г. Уварово, ул. Южная - магазин АЗК № 26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"8. Г. Котовск, ул. Советская, 22 - магазин АЗК № 6 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
