"Сводный реестр выданных, приостановленных и аннулированных лицензий на розничную торговлю алкогольной продукцией по состоянию на 28.09.2012",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
№ п/п,"Наименование организации, организационно-правовая форма",ИНН организации,КПП организации,Адрес места нахождения организации,Адрес электронной почты,Адрес осуществления вида деятельности ,КПП обособленного подразделения,Код субъекта РФ,Код субъекта по месту осуществления деятельности,Серия лицензии,Номер лицензии,Дата выдачи ,Дата окончания действия ,Дата приостановления действия ,Дата возобновления действия ,Дата прекращения действия ,Дата аннулирования,Статус лицензии,Дата изменения статуса,Руководитель организации,Телефон,Приказ Минэкономразвития,Срок окончания аренды
,"ООО ""Ахмедова и Компаньоны""",4101105293,410101001,"г. Петропавловск-Камчатский, ул. Автомобилистов, д.31, кв.37",,"г. Петропавловск-Камчатский, ул. Солнечная, д.7, павильон № 97 ""Для Вас""",,41,41,к 007637,55-К,7/7/2011,7/7/2016,,,,,действующая,,,,,
,"ООО ""Ахмедова и Компаньоны""",4101105293,410101001,"г. Петропавловск-Камчатский, ул. Автомобилистов, д.31, кв.37",,"г. Петропавловск-Камчатский, ул. Лизы Чайкиной, павильон № 612 ""Лиза""",,41,41,к 007637,55-К,7/7/2011,7/7/2016,,,,,действующая,,,,,
,"ООО ""Ахмедова и Компаньоны""",4101105293,410101001,"г. Петропавловск-Камчатский, ул. Автомобилистов, д.31, кв.37",,"г. Петропавловск-Камчатский, ул. Спортивная, д.6, магазин ""У Саши""",,41,41,к 007637,55-К,7/7/2011,7/7/2016,,,,,действующая,,,,,
,"ООО ""Ахмедова и Компаньоны""",4101105293,410101001,"г. Петропавловск-Камчатский, ул. Автомобилистов, д.31, кв.37",,"г. Петропавловск-Камчатский, ул. Океанская, д.54Б, магазин ""Продукты""",,41,41,к 007637,55-К,7/7/2011,7/7/2016,,,,,действующая,,,,,
,"ООО ""Бавхас""",4101107893,410101001,"г. Петропавловск-Камчатский, ул. Тушканова, д.8/1,",,"г. Петропавловск-Камчатский, ул. Тушканова, д.8/1, магазин ""Бавхас""",,41,41,к 007690,344-К,7/17/2011,7/17/2013,,,,,действующая,,,,,
,"ООО ""Бам""",4101108061,410101001,"г. Петропавловск-Камчатский, ул. Кирдищева, д.1, кв.16",,"г. Петропавловск-Камчатский, пр. Циолковского, д.7/2, кафе ""Бам""",,41,41,к 007948,288-К,7/9/2012,6/28/2016,,,,,действующая,,,,Приказ от 04.07.2012 № 307,
,"ООО ""Бам""",4101108061,410101001,"г. Петропавловск-Камчатский, ул. Кирдищева, д.1, кв.16",,"г. Петропавловск-Камчатский, ул. Терешковой, д.12, магазин ""Лейла""",,41,41,к 007948,288-К,7/9/2012,6/28/2016,,,,,действующая,,,,,
85,"ООО ""Барака-Групп""",4101128163,410101001,"г. Петропавловск-Камчатский, бульвар Пийпа, д. 8, кв. 3",,"г. Петропавловск-Камчатский, пр. 50 лет Октября, д. 16/1, кафе ""Барака"".",,41,41,к 007918,262-К,4/13/2012,4/13/2015,,,,,действующая,,Бартоломей Данил Александрович,"8(4152)230455, 8(4152)234393",Приказ о выдаче от 13.04.2012 № 145,2/22/2017
,"ООО ""Бегемот Найт"" ",4101115358,410101001,"г. Петропавловск-Камчатский, ул. Звездная, д.26,",,,,41,41,,,,,2/27/2012,,,,,,,,,
89,"ООО ""Берег""",4101113400,410101001,"г. Петропавловск-Камчатский, ул. Индустриальная, д.38,",,"г. Петропавловск-Камчатский, ул. Индустриальная, д.38, Пивной бар ""Веселый Роджер""",,41,41, к 006948,74-К,3/27/2009,3/27/2014,,,,,действующая,,,8(4152)248099,,
90,"ООО ""Березка""",4101109883,410101001,"г. Петропавловск-Камчатский, ул. Пограничная, д.42,",,"г. Петропавловск-Камчатский, ул. Топоркова, д.3, в/вотдел м-на ООО ""Березка""",,41,41,к 006989,99-К,11/6/2009,11/6/2014,,,,,действующая,,,,,
95,"ООО ""Беринг С""",8201009417,820101001,"Камчатский край, Олюторский район, с.Пахачи ул.Морская д.20 кв.4",ooo_bering_s@mail.ru,"Камчатский край, Олюторский район, с.Пахачи ул.Морская д.20а, магазин ""Беринг""",,41,41,к 008017,9-ОЛ,9/7/2012,9/7/2017,,,,,действующая,,Мамедов Сахраб Мирзаджанович,8-914-027-00-37,Приказ о выдаче от 06.09.2012 № 458,Собственность
,"ООО ""Билария-Мейдж""",4101109450,410101001,"г. Петропавловск-Камчатский, ул. Фролова, д.2, кв.114",,"г. Петропавловск-Камчатский, пр. Циолковского, д.45, павильон № 737",,41,41,к 007643,331-К,7/7/2011,7/7/2016,,,,,действующая,,,,,
,"ООО ""Биллион-Клуб""",4101126222,410101001,"г. Петропавловск-Камчатский, ул. Корякская, д.5,",,"г. Петропавловск-Камчатский, ул. Корякская, д.5, бар ООО Биллион-Клуб""",,41,41,к 006995,108-К,1/22/2010,3/18/2014,,,,,действующая,,,,,
,"ООО ""Боулинг""",4101106025,410101001,"г. Петропавловск-Камчатский, пр. Карла  Маркса, д.31,",,"г. Петропавловск-Камчатский, пр. К. Маркса, д.31, бар ООО ""Боулинг""",,41,41,к 007907,268-К,5/25/2012,5/25/2014,,,,,действующая,,,8(4152)419524; 8(4152)419528,Приказ о выдаче от 24.05.2012 № 215,3/23/2015
,"ООО ""Братишка""",4101108720,410101001,"г. Петропавловск-Камчатский, пр. Победы, д.15, кв.37",,"г. Петропавловск-Камчатский, пр. Победы, д.57/1, магазин ""Братишка""",,41,41,к 007618,117-К ,7/6/2011,7/6/2016,,,,,действующая,,,,,
,"ООО ""Братья""",4101109227,410101001,"г. Петропавловск-Камчатский, пр. Победы, д.м\р,",,"г. Петропавловск-Камчатский, пр. Победы, павильон № 2 (М/рынок ""Авангард"")",,41,41,к 007593,531-К ,6/30/2011,6/30/2014,,,,,действующая,,,,,
,"ООО ""Братья""",4101109227,410101001,"г. Петропавловск-Камчатский, пр. Победы, д.м\р,",,"г. Петропавловск-Камчатский, пр. 50 лет Октября, д.15/8, павильон № 119 ""ДУЦ""",,41,41,к 007593,531-К ,6/30/2011,6/30/2014,,,,,действующая,,,,,
,"ООО ""Братья""",4101109227,410101001,"г. Петропавловск-Камчатский, пр. Победы, д.м\р,",,"г. Петропавловск-Камчатский, пл. Труда, д.39, павильон № 089",,41,41,к 007593,531-К ,6/30/2011,6/30/2014,,,,,действующая,,,,,
,"ООО ""Братья""",4101109227,410101001,"г. Петропавловск-Камчатский, пр. Победы, д.м\р,",,"г. Петропавловск-Камчатский, ул. Автомобилистов, д.49, павильон № 181",,41,41,к 007593,531-К ,6/30/2011,6/30/2014,,,,,действующая,,,,,
,"ООО ""Буш-Бир""",4101102870,410101001,"г. Петропавловск-Камчатский, ул. Войцешека, д.3а,",,"г. Петропавловск-Камчатский, ул. Войцешека, д.3а, кафе ""БУШ-БИР""",,41,41,к 006909,44-К ,10/3/2008,10/3/2013,,,,,действующая,,,,,
,"ООО ""Вавилон""",4102008888,410201001,"г. Вилючинск, мкр. Северный, д.15,",,"г. Вилючинск, мкр. Северный, д.15а, кафе ""Вавилон""",,41,41,к 007875,28-В,3/15/2012,3/15/2015,,,,,действующая,,,,,
,"ООО ""Вега""",4108006534,410801001,"Усть-Большерецкий р-н, пгт. Озерновский, ул. Набережная, д. 8, кв.9",,"Усть-Большерецкий р-н, пгт. Озерновский, ул. Октябрьская, д.34, магазин ""Вега""",,41,41,к 007786,10-УБ,12/9/2011,12/9/2016,,,,,действующая,,,8(41532)24272,Приказ о выдаче от 08.12.2011 № 397,
,"ООО ""ВекТор""",4101104405,410101001,"г. Петропавловск-Камчатский, бульвар Пийпа, д.6, кв.6",,"г. Петропавловск-Камчатский, пр. Победы, д.9, павильон № 025, ""Лунная ночь""",,41,41,к 007521,221-К ,5/5/2011,5/5/2016,,,,,действующая,,,,,
,"ООО ""ВекТор""",4101104405,410101001,"г. Петропавловск-Камчатский, бульвар Пийпа, д.6, кв.6",,"г. Петропавловск-Камчатский, ул. Терешковой, д.4, павильон № 623 ""Луна""",,41,41,к 007521,221-К ,5/5/2011,5/5/2016,,,,,действующая,,,,,
,"ООО ""ВекТор""",4101104405,410101001,"г. Петропавловск-Камчатский, бульвар Пийпа, д.6, кв.6",,"г. Петропавловск-Камчатский, ул. Комсомольская, д.6, павильон ""Прометей""",,41,41,к 007521,221-К ,5/5/2011,5/5/2016,,,,,действующая,,,,,
113,"ООО ""Велес""",4105032913,410501001,"Елизовский р-н, п. Термальный, ул. Ленина, д.9, кв.23",,"Елизовский р-н, п. Термальный, ул. Ленина, д.11, вино-вод. отд.магазина ""Велес""",,41,41, к 006871,3-Е  ,3/7/2008,3/7/2013,,,,,действующая,,,,,
,,,,,,"г. Петропавловск-Камчатский, ул. Ленинградская, д.35, закусочная ",,41,41,к 008027,313-К,9/19/2012,9/19/2013,,,,,действующая,,,,Приказ о выдаче от 17.09.2012 № 479,12/31/2012
115,"ООО ""Великая стена 2""",4101103433,410101001,"г. Петропавловск-Камчатский, ул. Виталия Кручины, д.8/6,",,"г. Петропавловск-Камчатский, ул. Виталия Кручины, д.8/6, кафе ""Китайская кухня""",,41,41,к 006899,63-К  ,12/26/2008,12/26/2013,,,,,действующая,,,8(962)2908371,,
116,"ООО ""Великая стена 3""",4101102800,410501001,"г. Елизово, ул. Виталия Кручины, д. 19 А",,"г. Елизово, ул. Виталия Кручины, д.19 А, кафе ""Китайская кухня""",,41,41, к 006988,46-Е ,9/29/2009,9/29/2014,,,,,действующая,,,,,
,"ООО ""Вента""",4101087284,410101001,"г. Петропавловск-Камчатский, ул. Тушканова, д.7,",,"г. Петропавловск-Камчатский, пр. 50 лет Октября, д.14, магазин ""Галерея вин""",,41,41,к 007526,160-К ,5/12/2011,5/29/2014,,,,,действующая,,,,,
,"ООО ""Вента""",4101087284,410101001,"г. Петропавловск-Камчатский, ул. Тушканова, д.7,",,"г. Петропавловск-Камчатский, ул. Вулканная, д.21, склад № 16, магазин",,41,41,к 007526,160-К ,5/12/2011,5/29/2014,,,,,действующая,,,,,
,"ООО ""Вента""",4101087284,410101001,"г. Петропавловск-Камчатский, ул. Тушканова, д.7,",,"г. Петропавловск-Камчатский, ул. Пономарева, д.10, магазин ""Галерея вин""",,41,41,к 007526,160-К ,5/12/2011,5/29/2014,,,,,действующая,,,,,
,"ООО ""Вента""",4101087284,410101001,"г. Петропавловск-Камчатский, ул. Тушканова, д.7,",,"г. Петропавловск-Камчатский, ул. Савченко, д.10/1, в/в отдел магазина ""Кристалл""",,41,41,к 007526,160-К ,5/12/2011,5/29/2014,,,,,действующая,,,,,
