"Сводный реестр выданных, приостановленных и аннулированных лицензий на розничную торговлю алкогольной продукцией
за период с 01.09.2012 г.  по 01.10.2012 г.",,,,,,,,,,,,,,,,,,,,,,
"
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,
,,,,г.Благовещенск  ул.Заводская 157-159,,Комсомола 18,,,,алкогольной продукции,,,"во внешнеэкономических связей, туризма и предпринимательства  Амурской области",,,,,,,,,
488,"ООО ""Спутник""",2801118209,280101001,675000 Амурская г.Благовещенск  ул.Заводская 157-159,,"Склад-магазин г.Бело-
горск  ул. Маяковского
д. 40",,28,28, розничная продажа алкогольной продукции,,МЕ 004549,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",28.09.2012,29.04.2013,,,,,,,
489,"ООО ""Спутник""",2801118209,280101001,675000 Амурская г.Благовещенск  ул.Заводская 157-159,,"Отдел в магазине г.Бе-
логорск  ул. Кирова д.
290",,28,28, розничная продажа алкогольной продукции,,МЕ 004549,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",28.09.2012,29.04.2013,,,,,,,
490,"ООО ""Спутник""",2801118209,280101001,675000 Амурская г.Благовещенск  ул.Заводская 157-159,,"Отдел в магазине г.Бе-
логорск  ул. Кирова
275",,28,28, розничная продажа алкогольной продукции,,МЕ 004549,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",28.09.2012,29.04.2013,,,,,,,
491,"ООО ""Спутник""",2801118209,280101001,675000 Амурская г.Благовещенск  ул.Заводская 157-159, ,"Отдел в магазине г.Бе-
логорск  ул. Авиаци-
онная 14", ,28,28, розничная продажа алкогольной продукции,,МЕ 004549," 
Министерство внешнеэкономических связей, туризма и предпринимательства ",28.09.2012,29.04.2013,,,,, , ,
№ п/п,"Наименование организации, организационно-правовая форма",ИНН организации,КПП организации,Место нахождения организации,Адрес электронной почты,Адрес осуществления лицензируемого вида деятельности обособленным подразделением организации,КПП обособленного подразделения организации,Код субъекта РФ по месту нахождения организации,Код субъекта РФ по месту осуществления лицензируемого вида деятельности обособленным подразделение организации,Вид лицензируемой деятельности,Вид продукции,Номер лицензии,Наименование лицензирующего органа выдавшего лицензию,Дата выдачи лицензии,Дата окончания действия лицензии,Дата приостановления действия лицензии,Дата возобнавления действия лицензии,Дата прекращения действия лицензии,Дата аннулирования лицензии,Статус лицензии,Дата изменения статуса,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,
,,,,,,,,,,,,,Амурской области,,,,,,,,,
492,"ООО ""Спутник""",2801118209,280101001,675000 Амурская г.Благовещенск  ул.Заводская 157-159,,"Отдел в магазине г.Бе-
логорск  ул. Кирова
119",,28,28, розничная продажа алкогольной продукции,,МЕ 004549,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",28.09.2012,29.04.2013,,,,,,,
493,"ООО ""Спутник""",2801118209,280101001,675000 Амурская г.Благовещенск  ул.Заводская 157-159,,"Отдел в магазине г.Бе-
логорск  ул. 50 лет
Комсомола 121",,28,28, розничная продажа алкогольной продукции,,МЕ 004549,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",28.09.2012,29.04.2013,,,,,,,
494,"ООО ""Спутник""",2801118209,280101001,675000 Амурская г.Благовещенск  ул.Заводская 157-159,,"Отдел в магазине
г.Райчихинск  ул. Му-
зыкальная д.11 А",,28,28, розничная продажа алкогольной продукции,,МЕ 004549,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",28.09.2012,29.04.2013,,,,,,,
495,"ООО ""Спутник""",2801118209,280101001,675000 Амурская г.Благовещенск  ул.Заводская 157-159,,"Отдел в магазине Там-
бовский район с. Там-
бовка ул. Крестьянская
18 В",,28,28, розничная продажа алкогольной продукции,,МЕ 004549,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",28.09.2012,29.04.2013,,,,,,,
496,"ООО ""Спутник""",2801118209,280101001,675000 Амурская г.Благовещенск  ул.Заводская 157-159, ,"Отдел в магазине Там-
бовский район с. Раз-
дольное ул. 50 лет Ок-
тября д. 3/1", ,28,28, розничная продажа алкогольной продукц,,МЕ 004549," 
Министерство внешнеэкономических",28.09.2012,29.04.2013,,,,, , ,
№ п/п,"Наименование организации, организационно-правовая форма",ИНН организации,КПП организации,Место нахождения организации,Адрес электронной почты,Адрес осуществления лицензируемого вида деятельности обособленным подразделением организации,КПП обособленного подразделения организации,Код субъекта РФ по месту нахождения организации,Код субъекта РФ по месту осуществления лицензируемого вида деятельности обособленным подразделение организации,Вид лицензируемой деятельности,Вид продукции,Номер лицензии,Наименование лицензирующего органа выдавшего лицензию,Дата выдачи лицензии,Дата окончания действия лицензии,Дата приостановления действия лицензии,Дата возобнавления действия лицензии,Дата прекращения действия лицензии,Дата аннулирования лицензии,Статус лицензии,Дата изменения статуса,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,
,,,,,,,,,,ии,,,"связей, туризма и предпринимательства  Амурской области",,,,,,,,,
497,"ООО ""Спутник""",2801118209,280101001,675000 Амурская г.Благовещенск  ул.Заводская 157-159,,"Отдел в магазине Там-
бовский район с. Ни-
колаевка ул. Восточная
д.18 а",,28,28, розничная продажа алкогольной продукции,,МЕ 004549,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",28.09.2012,29.04.2013,,,,,,,
498,"ООО ""Спутник""",2801118209,280101001,675000 Амурская г.Благовещенск  ул.Заводская 157-159,,"Отдел в магазине Там-
бовский район с. Раз-
дольное ул. Лебедева
11 А",,28,28, розничная продажа алкогольной продукции,,МЕ 004549,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",28.09.2012,29.04.2013,,,,,,,
499,"ООО ""Спутник""",2801118209,280101001,675000 Амурская г.Благовещенск  ул.Заводская 157-159,,"Отдел в магазине Там-
бовский район с. Там-
бовка ул. Штойко д. 59
А",,28,28, розничная продажа алкогольной продукции,,МЕ 004549,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",28.09.2012,29.04.2013,,,,,,,
500,"ООО ""Спутник""",2801118209,280101001,675000 Амурская г.Благовещенск  ул.Заводская 157-159,,"Магазин п. Прогресс 
ул. Заводская д. 68",,28,28, розничная продажа алкогольной продукции,,МЕ 004549,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",28.09.2012,29.04.2013,,,,,,,
501,ООО,280111,280101,675000, ,Магазин п. Прогресс, ,28,28, розничн,,МЕ, ,28.09.2012,29.04.2013,,,,, , ,
№ п/п,"Наименование организации, организационно-правовая форма",ИНН организации,КПП организации,Место нахождения организации,Адрес электронной почты,Адрес осуществления лицензируемого вида деятельности обособленным подразделением организации,КПП обособленного подразделения организации,Код субъекта РФ по месту нахождения организации,Код субъекта РФ по месту осуществления лицензируемого вида деятельности обособленным подразделение организации,Вид лицензируемой деятельности,Вид продукции,Номер лицензии,Наименование лицензирующего органа выдавшего лицензию,Дата выдачи лицензии,Дата окончания действия лицензии,Дата приостановления действия лицензии,Дата возобнавления действия лицензии,Дата прекращения действия лицензии,Дата аннулирования лицензии,Статус лицензии,Дата изменения статуса,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,
,"""Спутник""",8209,001,Амурская г.Благовещенск  ул.Заводская 157-159,,"Новорайчихинск ул.
Мастерская д. 8",,,,ая продажа алкогольной продукции,,004549,"Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",,,,,,,,,
502,"ООО ""Спутник""",2801118209,280101001,675000 Амурская г.Благовещенск  ул.Заводская 157-159,,"Отдел в магазин п.
Прогресс  ул. Заводс-
кая 77",,28,28, розничная продажа алкогольной продукции,,МЕ 004549,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",28.09.2012,29.04.2013,,,,,,,
503,"ООО ""Спутник""",2801118209,280101001,675000 Амурская г.Благовещенск  ул.Заводская 157-159,,"Отдел в магазине п.
Прогресс  ул. Заводс-
кая 53",,28,28, розничная продажа алкогольной продукции,,МЕ 004549,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",28.09.2012,29.04.2013,,,,,,,
504,"ООО ""Спутник""",2801118209,280101001,675000 Амурская г.Благовещенск  ул.Заводская 157-159,,"Отдел в магазине п.
Прогресс  ул. Моло-
дежная 1",,28,28, розничная продажа алкогольной продукции,,МЕ 004549,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",28.09.2012,29.04.2013,,,,,,,
505,"ООО ""Спутник""",2801118209,280101001,675000 Амурская г.Благовещенск  ул.Заводская 157-159, ,"Отдел в магазине г.
Тында  ул. Спортивная
4", ,28,28, розничная продажа алкогольной продукции,,МЕ 004549," 
Министерство внешнеэкономических связей, туризма и предприним",28.09.2012,29.04.2013,,,,, , ,
№ п/п,"Наименование организации, организационно-правовая форма",ИНН организации,КПП организации,Место нахождения организации,Адрес электронной почты,Адрес осуществления лицензируемого вида деятельности обособленным подразделением организации,КПП обособленного подразделения организации,Код субъекта РФ по месту нахождения организации,Код субъекта РФ по месту осуществления лицензируемого вида деятельности обособленным подразделение организации,Вид лицензируемой деятельности,Вид продукции,Номер лицензии,Наименование лицензирующего органа выдавшего лицензию,Дата выдачи лицензии,Дата окончания действия лицензии,Дата приостановления действия лицензии,Дата возобнавления действия лицензии,Дата прекращения действия лицензии,Дата аннулирования лицензии,Статус лицензии,Дата изменения статуса,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,
,,,,,,,,,,,,,ательства  Амурской области,,,,,,,,,
506,"ООО ""Спутник""",2801118209,280101001,675000 Амурская г.Благовещенск  ул.Заводская 157-159,,"Отдел в магазине г.
Тында  ул. Госпиталь-
ная ",,28,28, розничная продажа алкогольной продукции,,МЕ 004549,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",28.09.2012,29.04.2013,,,,,,,
507,"ООО ""Спутник""",2801118209,280101001,675000 Амурская г.Благовещенск  ул.Заводская 157-159,,"Склад-магазин г. Тын-
да  ул. Советская 57",,28,28, розничная продажа алкогольной продукции,,МЕ 004549,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",28.09.2012,29.04.2013,,,,,,,
508,"ООО ""Спутник""",2801118209,280101001,675000 Амурская г.Благовещенск  ул.Заводская 157-159,,"Экспресс-бар в кафе г.
Тында  ул. Мохортова
д. 6",,28,28, розничная продажа алкогольной продукции,,МЕ 004549,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",28.09.2012,29.04.2013,,,,,,,
509,"ООО ""Спутник""",2801118209,280101001,675000 Амурская г.Благовещенск  ул.Заводская 157-159,,"Отдел в магазине Ок-
тябрьский район с.
Екатеринославка ул.
Южная д. 20",,28,28, розничная продажа алкогольной продукции,,МЕ 004549,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",28.09.2012,29.04.2013,,,,,,,
510,"ООО ""Спутник""",2801118209,280101001,675000 Амурская г.Благовещенск  ул.Заводская, ,"Отдел в магазине Ок-
тябрьский район с.
Екатеринославка ул. 8
Марта д. 35/2", ,28,28, розничная продажа алкогольной,,МЕ 004549," 
Министерство внешнеэкон",28.09.2012,29.04.2013,,,,, , ,
№ п/п,"Наименование организации, организационно-правовая форма",ИНН организации,КПП организации,Место нахождения организации,Адрес электронной почты,Адрес осуществления лицензируемого вида деятельности обособленным подразделением организации,КПП обособленного подразделения организации,Код субъекта РФ по месту нахождения организации,Код субъекта РФ по месту осуществления лицензируемого вида деятельности обособленным подразделение организации,Вид лицензируемой деятельности,Вид продукции,Номер лицензии,Наименование лицензирующего органа выдавшего лицензию,Дата выдачи лицензии,Дата окончания действия лицензии,Дата приостановления действия лицензии,Дата возобнавления действия лицензии,Дата прекращения действия лицензии,Дата аннулирования лицензии,Статус лицензии,Дата изменения статуса,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,
,,,,157-159,,,,,,продукции,,,"омических связей, туризма и предпринимательства  Амурской области",,,,,,,,,
511,"ООО ""Спутник""",2801118209,280101001,675000 Амурская г.Благовещенск  ул.Заводская 157-159,,"Отдел в магазине Ок-
тябрьский район с.
Екатеринославка ул.
Комсомольская 57 А",,28,28, розничная продажа алкогольной продукции,,МЕ 004549,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",28.09.2012,29.04.2013,,,,,,,
512,"ООО ""Спутник""",2801118209,280101001,675000 Амурская г.Благовещенск  ул.Заводская 157-159,,"Отдел в магазине Ок-
тябрьский район с.
Екатеринославка ул.
Новая 23 А",,28,28, розничная продажа алкогольной продукции,,МЕ 004549,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",28.09.2012,29.04.2013,,,,,,,
513,"ООО ""Спутник""",2801118209,280101001,675000 Амурская г.Благовещенск  ул.Заводская 157-159,,"Отдел в магазине Ок-
тябрьский район с. Во-
сточное ул. Широкая 1",,28,28, розничная продажа алкогольной продукции,,МЕ 004549,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",28.09.2012,29.04.2013,,,,,,,
514,"ООО ""Спутник""",2801118209,280101001,675000 Амурская г.Благовещенск  ул.Заводская 157-159,,"Отдел в магазине Бе-
логорский район с. Во-
зжаевка ул. Централь-
ная д.8",,28,28, розничная продажа алкогольной продукции,,МЕ 004549,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",28.09.2012,29.04.2013,,,,,,,
№ п/п,"Наименование организации, организационно-правовая форма",ИНН организации,КПП организации,Место нахождения организации,Адрес электронной почты,Адрес осуществления лицензируемого вида деятельности обособленным подразделением организации,КПП обособленного подразделения организации,Код субъекта РФ по месту нахождения организации,Код субъекта РФ по месту осуществления лицензируемого вида деятельности обособленным подразделение организации,Вид лицензируемой деятельности,Вид продукции,Номер лицензии,Наименование лицензирующего органа выдавшего лицензию,Дата выдачи лицензии,Дата окончания действия лицензии,Дата приостановления действия лицензии,Дата возобнавления действия лицензии,Дата прекращения действия лицензии,Дата аннулирования лицензии,Статус лицензии,Дата изменения статуса,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,
515,"ООО ""Спутник""",2801118209,280101001,675000 Амурская г.Благовещенск  ул.Заводская 157-159, ,"Отдел в магазине Бе-
логорский район с. Во-
зжаевка ул. Централь-
ная д. 6", ,28,28, розничная продажа алкогольной продукции,,МЕ 004549," 
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",28.09.2012,29.04.2013,,,,, , ,
516,"ООО ""Спутник""",2801118209,280101001,675000 Амурская г.Благовещенск  ул.Заводская 157-159,,"Отдел в магазине Бе-
логорский район с. Во-
зжаевка ул. Почтовая 5",,28,28, розничная продажа алкогольной продукции,,МЕ 004549,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",28.09.2012,29.04.2013,,,,,,,
517,"ООО ""Спутник""",2801118209,280101001,675000 Амурская г.Благовещенск  ул.Заводская 157-159,,"Отдел в магазине Бе-
логорский район с.
Лохвицы ул. Центра-
льная ",,28,28, розничная продажа алкогольной продукции,,МЕ 004549,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",28.09.2012,29.04.2013,,,,,,,
518,"ООО ""Спутник""",2801118209,280101001,675000 Амурская г.Благовещенск  ул.Заводская 157-159,,"Отдел в магазине Бе-
логорский район с. За-
речное ул. Комсомоль-
ская д. ""2""",,28,28, розничная продажа алкогольной продукции,,МЕ 004549,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",28.09.2012,29.04.2013,,,,,,,
519,"ООО ""Спутник""",2801118209,280101001,675000 Амурская г.Благовещенск  ул.Заводская 157-159, ,"Магазин Мазановский
район с. Угловое ул.
Центральная 25", ,28,28, розничная продажа алкогольной продукции,,МЕ 004549," 
Министерство внешнеэкономических связей, туризма и",28.09.2012,29.04.2013,,,,, , ,
№ п/п,"Наименование организации, организационно-правовая форма",ИНН организации,КПП организации,Место нахождения организации,Адрес электронной почты,Адрес осуществления лицензируемого вида деятельности обособленным подразделением организации,КПП обособленного подразделения организации,Код субъекта РФ по месту нахождения организации,Код субъекта РФ по месту осуществления лицензируемого вида деятельности обособленным подразделение организации,Вид лицензируемой деятельности,Вид продукции,Номер лицензии,Наименование лицензирующего органа выдавшего лицензию,Дата выдачи лицензии,Дата окончания действия лицензии,Дата приостановления действия лицензии,Дата возобнавления действия лицензии,Дата прекращения действия лицензии,Дата аннулирования лицензии,Статус лицензии,Дата изменения статуса,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,
,,,,,,,,,,,,,предпринимательства  Амурской области,,,,,,,,,
520,"ООО ""Спутник""",2801118209,280101001,675000 Амурская г.Благовещенск  ул.Заводская 157-159,,"Отдел в магазине Ма-
зановский район с. Но-
вокиевский Увал ул. В.
Орловой 40",,28,28, розничная продажа алкогольной продукции,,МЕ 004549,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",28.09.2012,29.04.2013,,,,,,,
521,"ООО ""Спутник""",2801118209,280101001,675000 Амурская г.Благовещенск  ул.Заводская 157-159,,"Магазин Сковородин-
ский район г. Сково-
родино ул. Победы,
район дома 2 ""А""",,28,28, розничная продажа алкогольной продукции,,МЕ 004549,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",28.09.2012,29.04.2013,,,,,,,
522,"ООО ""Спутник""",2801118209,280101001,675000 Амурская г.Благовещенск  ул.Заводская 157-159,,"Магазин Сковородин-
ский район г. Сково-
родино ул. Красноар-
мейская 4",,28,28, розничная продажа алкогольной продукции,,МЕ 004549,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",28.09.2012,29.04.2013,,,,,,,
523,"ООО ""Спутник""",2801118209,280101001,675000 Амурская г.Благовещенск  ул.Заводская 157-159,,"Магазин Сковородин-
ский район г. Сково-
родино ул. Красноар-
мейская 7",,28,28, розничная продажа алкогольной продукции,,МЕ 004549,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",28.09.2012,29.04.2013,,,,,,,
524,"ООО ""Спутник""",2801118209,280101001,675000 Амурская г.Благовещенск , ,"Отдел в магазине Ско-
вородинский район г.
Сковородино ул. По-", ,28,28, розничная продажа алкоголь,,МЕ 004549," 
Министерство",28.09.2012,29.04.2013,,,,, , ,
№ п/п,"Наименование организации, организационно-правовая форма",ИНН организации,КПП организации,Место нахождения организации,Адрес электронной почты,Адрес осуществления лицензируемого вида деятельности обособленным подразделением организации,КПП обособленного подразделения организации,Код субъекта РФ по месту нахождения организации,Код субъекта РФ по месту осуществления лицензируемого вида деятельности обособленным подразделение организации,Вид лицензируемой деятельности,Вид продукции,Номер лицензии,Наименование лицензирующего органа выдавшего лицензию,Дата выдачи лицензии,Дата окончания действия лицензии,Дата приостановления действия лицензии,Дата возобнавления действия лицензии,Дата прекращения действия лицензии,Дата аннулирования лицензии,Статус лицензии,Дата изменения статуса,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,
,,,,ул.Заводская 157-159,,беды 1 Б,,,,ной продукции,,,"внешнеэкономических связей, туризма и предпринимательства  Амурской области",,,,,,,,,
525,"ООО ""Спутник""",2801118209,280101001,675000 Амурская г.Благовещенск  ул.Заводская 157-159,,"Отдел в магазине Ско-
вородинский район с.
Невер ул. Пятилетка д.
46",,28,28, розничная продажа алкогольной продукции,,МЕ 004549,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",28.09.2012,29.04.2013,,,,,,,
526,"ООО ""Спутник""",2801118209,280101001,675000 Амурская г.Благовещенск  ул.Заводская 157-159,,"Отдел в магазине Ско-
вородинский район с.
Джалинда ул. Амурс-
кая д. 24",,28,28, розничная продажа алкогольной продукции,,МЕ 004549,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",28.09.2012,29.04.2013,,,,,,,
527,"ООО ""Спутник""",2801118209,280101001,675000 Амурская г.Благовещенск  ул.Заводская 157-159,,"Отдел в магазине Ско-
вородинский район с.
Джалинда ул. Школь-
ная д. 40",,28,28, розничная продажа алкогольной продукции,,МЕ 004549,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",28.09.2012,29.04.2013,,,,,,,
528,"ООО ""Спутник""",2801118209,280101001,675000 Амурская г.Благовещенск  ул.Заводская 157-159, ,"Отдел в магазине Ско-
вородинский район п.
Ерофей Павлович ул.
Стадионная 5", ,28,28, розничная продажа алкогольной продукции,,МЕ 004549," 
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской",28.09.2012,29.04.2013,,,,, , ,
№ п/п,"Наименование организации, организационно-правовая форма",ИНН организации,КПП организации,Место нахождения организации,Адрес электронной почты,Адрес осуществления лицензируемого вида деятельности обособленным подразделением организации,КПП обособленного подразделения организации,Код субъекта РФ по месту нахождения организации,Код субъекта РФ по месту осуществления лицензируемого вида деятельности обособленным подразделение организации,Вид лицензируемой деятельности,Вид продукции,Номер лицензии,Наименование лицензирующего органа выдавшего лицензию,Дата выдачи лицензии,Дата окончания действия лицензии,Дата приостановления действия лицензии,Дата возобнавления действия лицензии,Дата прекращения действия лицензии,Дата аннулирования лицензии,Статус лицензии,Дата изменения статуса,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,
,,,,,,,,,,,,,области,,,,,,,,,
529,"ООО ""Спутник""",2801118209,280101001,675000 Амурская г.Благовещенск  ул.Заводская 157-159,,"Отдел в магазине Ско-
вородинский район с.
Невер ул. Старика д.
11",,28,28, розничная продажа алкогольной продукции,,МЕ 004549,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",28.09.2012,29.04.2013,,,,,,,
530,"ООО ""Спутник""",2801118209,280101001,675000 Амурская г.Благовещенск  ул.Заводская 157-159,,"Отдел в магазине Ско-
вородинский район с.
Талдан ул. Островско-
го д. 23",,28,28, розничная продажа алкогольной продукции,,МЕ 004549,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",28.09.2012,29.04.2013,,,,,,,
531,"ООО ""Спутник""",2801118209,280101001,675000 Амурская г.Благовещенск  ул.Заводская 157-159,,"Отдел в магазине Ско-
вородинский район с.
Талдан ул. Советская
д. 53",,28,28, розничная продажа алкогольной продукции,,МЕ 004549,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",28.09.2012,29.04.2013,,,,,,,
532,"ООО ""Спутник""",2801118209,280101001,675000 Амурская г.Благовещенск  ул.Заводская 157-159,,"Отдел в магазине Ско-
вородинский район с.
Талдан ул. Партизанс-
кая д. 15",,28,28, розничная продажа алкогольной продукции,,МЕ 004549,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",28.09.2012,29.04.2013,,,,,,,
533,"ООО ""Спутник""",2801118209,280101001,675000 Амурская г.Благовещенск  ул.Заводская 157-159, ,"Отдел в магазине Ско-
вородинский район с.
Талдан пер. Школьный", ,28,28, розничная продажа алкогольной продукции,,МЕ 004549," 
Министерство внешнеэкономических связей,",28.09.2012,29.04.2013,,,,, , ,
№ п/п,"Наименование организации, организационно-правовая форма",ИНН организации,КПП организации,Место нахождения организации,Адрес электронной почты,Адрес осуществления лицензируемого вида деятельности обособленным подразделением организации,КПП обособленного подразделения организации,Код субъекта РФ по месту нахождения организации,Код субъекта РФ по месту осуществления лицензируемого вида деятельности обособленным подразделение организации,Вид лицензируемой деятельности,Вид продукции,Номер лицензии,Наименование лицензирующего органа выдавшего лицензию,Дата выдачи лицензии,Дата окончания действия лицензии,Дата приостановления действия лицензии,Дата возобнавления действия лицензии,Дата прекращения действия лицензии,Дата аннулирования лицензии,Статус лицензии,Дата изменения статуса,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,
,,,,,,,,,,,,,туризма и предпринимательства  Амурской области,,,,,,,,,
534,"ООО ""Спутник""",2801118209,280101001,675000 Амурская г.Благовещенск  ул.Заводская 157-159,,"Экспресс-бар в кафе г.
Зея  ул. Мухина д. 162",,28,28, розничная продажа алкогольной продукции,,МЕ 004549,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",28.09.2012,29.04.2013,,,,,,,
535,"ООО ""Спутник""",2801118209,280101001,675000 Амурская г.Благовещенск  ул.Заводская 157-159,,"Отдел в магазине г.
Зея  ул. Б. Хмельниц-
кого д. 45 А",,28,28, розничная продажа алкогольной продукции,,МЕ 004549,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",28.09.2012,29.04.2013,,,,,,,
536,"ООО ""Спутник""",2801118209,280101001,675000 Амурская г.Благовещенск  ул.Заводская 157-159,,"Магазин г. Зея  микро-
район Солнечный ",,28,28, розничная продажа алкогольной продукции,,МЕ 004549,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",28.09.2012,29.04.2013,,,,,,,
537,"ООО ""Спутник""",2801118209,280101001,675000 Амурская г.Благовещенск  ул.Заводская 157-159,,"Отдел в магазине Ром-
ненский район с. Поз-
деевка ул. Дзержинс-
кого д. 18",,28,28, розничная продажа алкогольной продукции,,МЕ 004549,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",28.09.2012,29.04.2013,,,,,,,
538,"ООО ""Спутник""",2801118209,280101001,675000 Амурская, ,"Отдел в магазинен Ро-
мненский район с. По-", ,28,28, розничная продажа,,МЕ 004549," 
Министерст",28.09.2012,29.04.2013,,,,, , ,
№ п/п,"Наименование организации, организационно-правовая форма",ИНН организации,КПП организации,Место нахождения организации,Адрес электронной почты,Адрес осуществления лицензируемого вида деятельности обособленным подразделением организации,КПП обособленного подразделения организации,Код субъекта РФ по месту нахождения организации,Код субъекта РФ по месту осуществления лицензируемого вида деятельности обособленным подразделение организации,Вид лицензируемой деятельности,Вид продукции,Номер лицензии,Наименование лицензирующего органа выдавшего лицензию,Дата выдачи лицензии,Дата окончания действия лицензии,Дата приостановления действия лицензии,Дата возобнавления действия лицензии,Дата прекращения действия лицензии,Дата аннулирования лицензии,Статус лицензии,Дата изменения статуса,
