,,,,,,,,,,,,,,,,,,,,,,,
,,848,"Общество с ограниченной ответственностью ""Лаура""",0323354254,032301001,"670047, Бурятия Респ, Улан-Удэ г, Сахьяновой ул, дом № 5",irina1602.2904@mail.ru,"670034, Бурятия Респ, Улан-Удэ г, Добролюбова ул, дом № 2 магазин ""Продукты""
670034, Бурятия Респ, Улан-Удэ г, Добролюбова ул, дом № 2 магазин ""Продукты""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,0698,Республиканская служба по потребительскому рынку и лицен.,12.27.2010,12.27.2015,,,,,Переоформлена,03.04.2011
,,852,"Общество с ограниченной ответственностью ""Хилок""",0303007005,030301001,"671360, Бурятия Респ, Бичурский р-н, Бичура с, Советская ул, дом № 36а",nata-big@mail.ru,"671360, Бурятия Респ, Бичурский р-н, Бичура с, Советская ул, дом № 36 магазин ""Хилок""
671360, Бурятия Респ, Бичурский р-н, Бичура с, Советская ул, дом № 36 магазин ""Хилок""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,1/000,Республиканская служба по потребительскому рынку и лицен.,02.17.2006,02.17.2016,,,,,Переоформлена,02.17.2011
,,854,"Общество с ограниченной ответственностью ""Цыжипова Б. Ц-Е""",0321004504,032101001,"671410, Бурятия Респ, Хоринский р-н, Хоринск с, Октябрьская ул, дом № 88",www.bairma.ru@mail.ru,"671410, Бурятия Респ, Хоринский р-н, Хоринск с, Октябрьская ул, дом № 88 магазин ""Лотос""
671410, Бурятия Респ, Хоринский р-н, Хоринск с, Октябрьская ул, дом № 88 магазин ""Лотос""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,0029-000,Республиканская служба по потребительскому рынку и лицен.,07.17.2006,07.17.2016,,,,,Переоформлена,07.17.2011
,,855,"Общество с ограниченной ответственностью ""Чайка-С""",0309012869,030901001,"671205, Бурятия Респ, Кабанский р-н, Каменск пгт, Почтовый пер, дом № 4",chaykas-kabansk@mail.ru,"671205, Бурятия Респ, Кабанский р-н, Каменск пгт, Почтовый пер, дом № 4 торговый павильон ""Чайка""
671205, Бурятия Респ, Кабанский р-н, Каменск пгт, Почтовый пер, дом № 4 торговый павильон ""Чайка""
671205, Бурятия Респ, Кабанский р-н, Каменск пгт, Почтовый пер, дом № 4а кафе ""Чайка""
671205, Бурятия Респ, Кабанский р-н, Каменск пгт, Почтовый пер, дом № 4а кафе ""Чайка""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,358-000,Республиканская служба по потребительскому рынку и лицен.,07.14.2006,07.14.2016,,,,,Переоформлена,07.14.2011
,,863,"Общество с ограниченной ответственностью ""Миф""",0326014947,111111111,"670002, Бурятия Респ, Улан-Удэ г, Октябрьская ул, дом № 13",trimpexplus@mail.ru,"670002, Бурятия Респ, Улан-Удэ г, Октябрьская ул, дом № 13 магазин ""Чарочка""
670002, Бурятия Респ, Улан-Удэ г, Октябрьская ул, дом № 13 магазин ""Чарочка""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,81,Республиканская служба по потребительскому рынку и лицен.,06.05.2006,06.05.2016,,,,,Переоформлена,06.05.2011
,,865,Мухоршибирское сельское потребительское общество,0314004951,031401001,"671340, Бурятия Респ, Мухоршибирский р-н, Мухоршибирь с, Пионерская ул, дом № 32",v.v.mspo@mail.ru,"671349, Бурятия Респ, Мухоршибирский р-н, Новый Заган с, 50-летия Октября ул, дом № 56 Магазин ""ТПС № 8""
671349, Бурятия Респ, Мухоршибирский р-н, Новый Заган с, 50-летия Октября ул, дом № 56 Магазин ""ТПС № 8""
671340, Бурятия Респ, Мухоршибирский р-н, Мухоршибирь с, Ленина ул, дом № 174 Магазин ""ТПС №1""
671340, Бурятия Респ, Мухоршибирский р-н, Мухоршибирь с, Ленина ул, дом № 174 Магазин ""ТПС №1""
671343, Бурятия Респ, Мухоршибирский р-н, Гашей с, Ленина ул Магазин ""ТПС № 6""
671343, Бурятия Респ, Мухоршибирский р-н, Гашей с, Ленина ул Магазин ""ТПС № 6""
671340, Бурятия Респ, Мухоршибирский р-н, Мухоршибирь с, Чкалова ул, дом № 87а Магазин ""ТПС № 11""
671340, Бурятия Респ, Мухоршибирский р-н, Мухоршибирь с, Чкалова ул, дом № 87а Магазин ""ТПС № 11""
671340, Бурятия Респ, Мухоршибирский р-н, Мухоршибирь с, Медиков ул, дом № 6 магазин ""ТПС № 4""
671340, Бурятия Респ, Мухоршибирский р-н, Мухоршибирь с, Медиков ул, дом № 6 магазин ""ТПС № 4""
671340, Бурятия Респ, Мухоршибирский р-н, Мухоршибирь с, Ленина ул, дом № 141 Магазин ""ТПС № 13""
671340, Бурятия Респ, Мухоршибирский р-н, Мухоршибирь с, Ленина ул, дом № 141 Магазин ""ТПС № 13""
671349, Бурятия Респ, Мухоршибирский р-н, Старый Заган с, Чкалова ул, дом № 24 Магазин ""ТПС № 2""
671349, Бурятия Респ, Мухоршибирский р-н, Старый Заган с, Чкалова ул, дом № 24 Магазин ""ТПС № 2""
671343, Бурятия Респ, Мухоршибирский р-н, Цолга у, Специалистов ул Магазин ""ТПС № 5""
671343, Бурятия Респ, Мухоршибирский р-н, Цолга у, Специалистов ул Магазин ""ТПС № 5""
671340, Бурятия Респ, Мухоршибирский р-н, Мухоршибирь с, Комсомольская ул, дом № 8 Магазин ""ТПС № 3""
671340, Бурятия Респ, Мухоршибирский р-н, Мухоршибирь с, Комсомольская ул, дом № 8 Магазин ""ТПС № 3""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,0010,Республиканская служба по потребительскому рынку и лицен.,02.22.2008,02.22.2013,,,,,Переоформлена,02.25.2011
,,866,"Общество с ограниченной ответственностью ""Сандал""",0326035383,032601001,"670045, Бурятия Респ, Улан-Удэ г, Третьякова ул, дом № 25в",hou60@mail.ru,"670010, Бурятия Респ, Улан-Удэ г, Толстого ул, дом № 23 кафе ""Хайлар""
670010, Бурятия Респ, Улан-Удэ г, Толстого ул, дом № 23 кафе ""Хайлар""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,174,Республиканская служба по потребительскому рынку и лицен.,06.30.2006,06.30.2016,,,,,Переоформлена,06.30.2011
,,868,"Общество с ограниченной ответственностью ""ВОСТОК""",0313031832,031301001,"671561, Бурятия Респ, Муйский р-н, Таксимо пгт, Днепровская ул, дом № 3 а",natacha92@mail.ru,"671561, Бурятия Респ, Муйский р-н, Таксимо пгт, Днепровская ул, дом № 3 а магазин ""Злата""
671561, Бурятия Респ, Муйский р-н, Таксимо пгт, Днепровская ул, дом № 3 а магазин ""Злата""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,0581,Республиканская служба по потребительскому рынку и лицен.,04.30.2010,04.30.2015,,,,,Переоформлена,06.07.2012
,,870,"Общество с ограниченной ответственностью ""Молонов""",0311200041,031101001,"671640, Бурятия Респ, Курумканский р-н, Курумкан с, Рабочая ул, дом № 24",molonovtumehn@mail.ru,"671640, Бурятия Респ, Курумканский р-н, Курумкан с, Водников ул, дом № 21 магазин ""Тамир""
671640, Бурятия Респ, Курумканский р-н, Курумкан с, Водников ул, дом № 21 магазин ""Тамир""
671640, Бурятия Респ, Курумканский р-н, Курумкан с, Балдакова ул, дом № 41 а магазин ""Тамир""
671640, Бурятия Респ, Курумканский р-н, Курумкан с, Балдакова ул, дом № 41 а магазин ""Тамир""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,660,Республиканская служба по потребительскому рынку и лицен.,11.09.2010,11.09.2015,,,,,Переоформлена,05.17.2011
,,874,"Общество с ограниченной ответственностью ""ТРИ-С""",0306013864,111111111,"671312, Бурятия Респ, Заиграевский р-н, Татарский Ключ п",tri-ss@mail.ru,"671312, Бурятия Респ, Заиграевский р-н, Татарский Ключ п, Юбилейная ул, дом № 5, кв.1 магазин ""Диана""
671312, Бурятия Респ, Заиграевский р-н, Татарский Ключ п, Юбилейная ул, дом № 5, кв.1 магазин ""Диана""
671312, Бурятия Респ, Заиграевский р-н, Татарский Ключ п, Комсомольская ул, дом № 3/1 магазини ""Светлана""
671312, Бурятия Респ, Заиграевский р-н, Татарский Ключ п, Комсомольская ул, дом № 3/1 магазини ""Светлана""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,031,Республиканская служба по потребительскому рынку и лицен.,07.13.2006,07.13.2016,,,,,Переоформлена,07.13.2011
,,875,"Общество с ограниченной ответственностью ""Тройка""",0312010212,111111111,"671841, Бурятия Респ, Кяхтинский р-н, Кяхта г, Ленина ул, дом № 52",dabaevaivanova@mail.ru,"671841, Бурятия Респ, Кяхтинский р-н, Кяхта г, Юбилейная ул, дом № 2 ""А"" магазин ""Ландыш""
671841, Бурятия Респ, Кяхтинский р-н, Кяхта г, Юбилейная ул, дом № 2 ""А"" магазин ""Ландыш""
671841, Бурятия Респ, Кяхтинский р-н, Кяхта г, Ленина ул, дом № 52 кафе ""Тройка""
671841, Бурятия Респ, Кяхтинский р-н, Кяхта г, Ленина ул, дом № 52 кафе ""Тройка""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,0096,Республиканская служба по потребительскому рынку и лицен.,06.27.2008,06.27.2013,,,,,Переоформлена,06.08.2011
,,876,"Общество с ограниченной ответственностью ""Тугнуй""",0314887129,031401001,"671340, Бурятия Респ, Мухоршибирский р-н, Мухоршибирь с, Доржиева ул, дом № 20",tygnyi@mail.ru,"671342, Бурятия Респ, Мухоршибирский р-н, Шаралдай с, Юбилейная ул, дом № 30 магазин ""Тугнуй""
671342, Бурятия Респ, Мухоршибирский р-н, Шаралдай с, Юбилейная ул, дом № 30 магазин ""Тугнуй""
671340, Бурятия Респ, Мухоршибирский р-н, Мухоршибирь с, Доржиева ул, дом № 20 магазин ""Полина""
671340, Бурятия Респ, Мухоршибирский р-н, Мухоршибирь с, Доржиева ул, дом № 20 магазин ""Полина""
671349, Бурятия Респ, Мухоршибирский р-н, Новый Заган с, Партизанская ул, дом № 1 магазин ""Тугнуй""
671349, Бурятия Респ, Мухоршибирский р-н, Новый Заган с, Партизанская ул, дом № 1 магазин ""Тугнуй""
670023, Бурятия Респ, Улан-Удэ г, Независимая ул, дом № 23 магазин ""Николаевич""
670023, Бурятия Респ, Улан-Удэ г, Независимая ул, дом № 23 магазин ""Николаевич""
671342, Бурятия Респ, Мухоршибирский р-н, Шаралдай с, Калашникова ул, дом № 106 магазин №9
671342, Бурятия Респ, Мухоршибирский р-н, Шаралдай с, Калашникова ул, дом № 106 магазин №9",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,0017,Республиканская служба по потребительскому рынку и лицен.,07.02.2007,06.29.2013,,,,,Переоформлена,12.14.2009
,,883,"Общество с ограниченной ответственностью ""Ина""",0301004954,030101001,"671627, Бурятия Респ, Баргузинский р-н, Юбилейный п, Набережная ул, дом № 12, кв.1",tabriz.shakirof.67@mail.ru,"671627, Бурятия Респ, Баргузинский р-н, Юбилейный п, Набережная ул, дом № 12, кв.1 магазин  ""Ринат""
671627, Бурятия Респ, Баргузинский р-н, Юбилейный п, Набережная ул, дом № 12, кв.1 магазин  ""Ринат""
671629, Бурятия Респ, Баргузинский р-н, Ина п, Молодежная ул, дом № 28, кв.2 магазин  ""Ринат""
671629, Бурятия Респ, Баргузинский р-н, Ина п, Молодежная ул, дом № 28, кв.2 магазин  ""Ринат""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,0134,Республиканская служба по потребительскому рынку и лицен.,07.29.2008,07.29.2013,,,,,Переоформлена,10.25.2010
,,893,"Общество с ограниченной ответственностью ""ЛЮМС""",0326482110,032601001,"670000, Бурятия Респ, Улан-Удэ г, Борсоева ул, дом № 5",oksmil2008@gmail.com,"670034, Бурятия Респ, Улан-Удэ г, Гагарина ул, дом № 31 магазин ""Продукты""
670034, Бурятия Респ, Улан-Удэ г, Гагарина ул, дом № 31 магазин ""Продукты""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,0291,Республиканская служба по потребительскому рынку и лицен.,02.11.2009,02.11.2014,,,,,Переоформлена,12.17.2009
,,902,"Общество с ограниченной ответственностью ""Саша""",0303007693,030301001,"671370, Бурятия Респ, Бичурский р-н, Сахарный Завод п, Центральная ул, дом № 56 а",lyudmila.safonova.1954@mail.ru,"671370, Бурятия Респ, Бичурский р-н, Сахарный Завод п, Центральная ул, дом № 29  магазин № 6
671370, Бурятия Респ, Бичурский р-н, Сахарный Завод п, Центральная ул, дом № 29  магазин № 6",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,0482,Республиканская служба по потребительскому рынку и лицен.,11.10.2009,11.10.2014,,,,,Переоформлена,12.05.2011
,,905,"Общество с ограниченной ответственностью ""Наран-Туяа""",0307032387,030701001,"671950, Бурятия Респ, Закаменский р-н, Закаменск г, Ленина ул, дом № 28",solbon-bim@mail.ru,"671950, Бурятия Респ, Закаменский р-н, Закаменск г, Модонкульская ул, дом № 29 магазин ""Туяа""
671950, Бурятия Респ, Закаменский р-н, Закаменск г, Модонкульская ул, дом № 29 магазин ""Туяа""
671950, Бурятия Респ, Закаменский р-н, Закаменск г, Ленина ул, дом № 28 магазин ""Наран-Туяа""
671950, Бурятия Респ, Закаменский р-н, Закаменск г, Ленина ул, дом № 28 магазин ""Наран-Туяа""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,14,Республиканская служба по потребительскому рынку и лицен.,06.23.2006,06.23.2016,,,,,Переоформлена,06.23.2011
,,907,"Общество с ограниченной ответственностью ""Кедр""",0319102060,031901001,"671110, Бурятия Респ, Тарбагатайский р-н, Тарбагатай с, Промышленная ул, дом № 76 а",sumen62@mail.ru,"671110, Бурятия Респ, Тарбагатайский р-н, Тарбагатай с, Промышленная ул, дом № 76 а магазин ""Ассорти""
671110, Бурятия Респ, Тарбагатайский р-н, Тарбагатай с, Промышленная ул, дом № 76 а магазин ""Ассорти""
671110, Бурятия Респ, Тарбагатайский р-н, Тарбагатай с, Пушкина ул, дом № 12 а магазин ""Сибирь""
671110, Бурятия Респ, Тарбагатайский р-н, Тарбагатай с, Пушкина ул, дом № 12 а магазин ""Сибирь""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,0522,Республиканская служба по потребительскому рынку и лицен.,12.21.2009,12.21.2014,,,,,Переоформлена,12.06.2010
,,930,"Общество с ограниченной ответственностью ""Кедр""",0308160871,030801001,"671050, Бурятия Респ, Иволгинский р-н, Нижняя Иволга с",kedr216@mail.ru,"671050, Бурятия Респ, Иволгинский р-н, Нижняя Иволга с, Коммунистическая ул, дом № 24 магазин ""Кедр""
671050, Бурятия Респ, Иволгинский р-н, Нижняя Иволга с, Коммунистическая ул, дом № 24 магазин ""Кедр""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,60,Республиканская служба по потребительскому рынку и лицен.,12.27.2007,12.27.2015,,,,,Переоформлена,12.23.2010
,,936,"Общество с ограниченной ответственностью ""Вива""",0326037503,032601001,"670009, Бурятия Респ, Улан-Удэ г, Краснодонская ул, дом № 2 б",visikl@rambler.ru,"670002, Бурятия Респ, Улан-Удэ г, Октябрьская ул, дом № 37 бар в кафе ""Paparazzi""
670002, Бурятия Респ, Улан-Удэ г, Октябрьская ул, дом № 37 бар в кафе ""Paparazzi""
670009, Бурятия Респ, Улан-Удэ г, Краснодонская ул, дом № 2 б минимаркет ""Продукты""
670009, Бурятия Респ, Улан-Удэ г, Краснодонская ул, дом № 2 б минимаркет ""Продукты""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,0302,Республиканская служба по потребительскому рынку и лицен.,02.20.2009,02.20.2014,06.14.2012,08.18.2012,,,Переоформлена,02.15.2011
,,939,"Общество с ограниченной ответственностью ""Коралл""",0323116235,032301001,"670042, Бурятия Респ, Улан-Удэ г, Строителей пр-кт, дом № 64 а",rkrelax@mail.ru,"670042, Бурятия Респ, Улан-Удэ г, Строителей пр-кт, дом № 64а бар-бильярд ""Релакс""
670042, Бурятия Респ, Улан-Удэ г, Строителей пр-кт, дом № 64а бар-бильярд ""Релакс""
670042, Бурятия Респ, Улан-Удэ г, Строителей пр-кт, дом № 64 ""а"" бар ""Релакс""
670042, Бурятия Респ, Улан-Удэ г, Строителей пр-кт, дом № 64 ""а"" бар ""Релакс""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,0237,Республиканская служба по потребительскому рынку и лицен.,12.17.2008,12.17.2013,,,,,Переоформлена,08.19.2009
,,941,"общество с ограниченной ответственностью ""Суворов  и К""",0309013862,030901001,"671207, Бурятия Респ, Кабанский р-н, Брянск с, Энергетическая ул, дом № 7-1",ooosuvorovIK@mail.ru,"671230, Бурятия Респ, Кабанский р-н, Бабушкин г, 3 Интернационала ул, дом № 54 магазин ""Для Вас""
671230, Бурятия Респ, Кабанский р-н, Бабушкин г, 3 Интернационала ул, дом № 54 магазин ""Для Вас""
671242, Бурятия Респ, Кабанский р-н, п.Оймур, ул. Новая,1  магазин""Для Вас""
671242, Бурятия Респ, Кабанский р-н, п.Оймур, ул. Новая,1  магазин""Для Вас""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,0247,Республиканская служба по потребительскому рынку и лицен.,12.24.2008,12.24.2013,,,,,Переоформлена,04.20.2012
,,949,"Общество с ограниченной ответственностью ""Гермес""",0318033015,031801001,"671160, Бурятия Респ, Селенгинский р-н, Гусиноозерск г, Ленина ул, дом № 24, кв.46",galina-budaevna@mail.ru,"671160, Бурятия Респ, Селенгинский р-н, Гусиноозерск г, Центральная ул, дом № 17 магазин ""Росинка""
671160, Бурятия Респ, Селенгинский р-н, Гусиноозерск г, Центральная ул, дом № 17 магазин ""Росинка""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,0508,Республиканская служба по потребительскому рынку и лицен.,12.09.2009,12.09.2014,,,,,Переоформлена,09.22.2010
,,950,"Общество с ограниченной ответственностью ""Рубин""",0303007816,030301001,"671360, Бурятия Респ, Бичурский р-н, Бичура с, Советская ул, дом № 28",Kaskad_64@mail.ru,"671360, Бурятия Респ, Бичурский р-н, Бичура с, Советская ул, дом № 28 магазин ""Каскад""
671360, Бурятия Респ, Бичурский р-н, Бичура с, Советская ул, дом № 28 магазин ""Каскад""
671365, Бурятия Респ, Бичурский р-н, Буй с, Вахмянина ул, дом № 11 магазин ""Каскад 2""
671365, Бурятия Респ, Бичурский р-н, Буй с, Вахмянина ул, дом № 11 магазин ""Каскад 2""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,0512,Республиканская служба по потребительскому рынку и лицен.,12.11.2009,12.11.2014,,,,,Переоформлена,07.02.2010
,,952,"Общество с ограниченной ответственностью ""Премиум""",0313005141,031301001,"671564, Бурятия Респ, Муйский р-н, Северомуйск пгт, Ленина ул, дом № 12",borismedv@yandex.ru,"671564, Бурятия Респ, Муйский р-н, Северомуйск пгт, Ленина ул, дом № 12 магазин ""Альянс""
671564, Бурятия Респ, Муйский р-н, Северомуйск пгт, Ленина ул, дом № 12 магазин ""Альянс""
671564, Бурятия Респ, Муйский р-н, Северомуйск пгт, Первомайская ул, дом № 7 магазин ""Сибирь""
671564, Бурятия Респ, Муйский р-н, Северомуйск пгт, Первомайская ул, дом № 7 магазин ""Сибирь""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,0080-000,Республиканская служба по потребительскому рынку и лицен.,07.04.2006,07.04.2016,,,,,Переоформлена,07.04.2011
,,955,"Общество с ограниченной ответственностью ""Рассвет""",0314887376,031401001,"671344, Бурятия Респ, Мухоршибирский р-н, Подлопатки с, Ленина ул, дом № 78",alc25@infoconbur.ru,"671344, Бурятия Респ, Мухоршибирский р-н, Подлопатки с, 78Ленина ул 
671344, Бурятия Респ, Мухоршибирский р-н, Подлопатки с, 78Ленина ул",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,0001,Республиканская служба по потребительскому рынку и лицен.,01.30.2007,01.23.2013,,,,,Переоформлена,01.23.2008
,,958,"Общество с ограниченной ответственностью ""Вадлер""",0308010668,030801001,"671050, Бурятия Респ, Иволгинский р-н, Хойтобэе у, Коминтерна ул, дом № 34",vadler.alk@mail.ru,"671050, Бурятия Респ, Иволгинский р-н, Хойто-Бэе с., Коминтерна, дом № 34 а магазин ""Продукты 24 часа""
671050, Бурятия Респ, Иволгинский р-н, Хойто-Бэе с., Коминтерна, дом № 34 а магазин ""Продукты 24 часа""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,10,Республиканская служба по потребительскому рынку и лицен.,06.29.2006,06.29.2014,,,,,Переоформлена,06.22.2009
,,962,"Общество с ограниченной ответственностью ""Парус""",0308161160,030801001,"671050, Бурятия Респ, Иволгинский р-н, Иволгинск с, Ленина ул, дом № 52",parus256@yandex.ru,"671055, Бурятия Респ, Иволгинский р-н, Гурульба с, Советская ул, дом № 82 магазин ""Бриз""
671055, Бурятия Респ, Иволгинский р-н, Гурульба с, Советская ул, дом № 82 магазин ""Бриз""
671050, Бурятия Респ, Иволгинский р-н, Иволгинск с, Ленина ул, дом № 52 магазин ""Парус""
671050, Бурятия Респ, Иволгинский р-н, Иволгинск с, Ленина ул, дом № 52 магазин ""Парус""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,0160,Республиканская служба по потребительскому рынку и лицен.,09.12.2008,09.12.2013,,,,,Переоформлена,12.21.2010
,,971,"Общество с ограниченной ответственностью ""Улаалзай""",0318014975,031801001,"671160, Бурятия Респ, Селенгинский р-н, Гусиноозерск г, Проезжая ул, дом № 64",ulaalzay@inbox.ru,"671160, Бурятия Респ, Селенгинский р-н, Гусиноозерск г, Проезжая ул, дом № 64 магазин ""Саранка""
671160, Бурятия Респ, Селенгинский р-н, Гусиноозерск г, Проезжая ул, дом № 64 магазин ""Саранка""
671160, Бурятия Респ, Селенгинский р-н, Гусиноозерск г, Спортивная ул, дом № 2а торговые ряды, магазин ""Водолей""
671160, Бурятия Респ, Селенгинский р-н, Гусиноозерск г, Спортивная ул, дом № 2а торговые ряды, магазин ""Водолей""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,44,Республиканская служба по потребительскому рынку и лицен.,08.01.2006,08.01.2016,,,,,Переоформлена,08.01.2011
