Номер,Дата,Организация,ИНН,КПП,Сумма по услуге,Опл. по услуге,Дата опл.,Отгр. по услуге,Дата отгр.,СЦ,Регион СЦ,Тип,Продукт,Регион,Услуга,Кол-во,Тарифный план,Статус,Продукт2
1207700408,14.09.2012,"ООО ""Сити Лоджистик Компани""",7728641235,772801001, 100.00, 0.00,, 0.00,,0770 ООО «Компас Ай Ти»,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1204483246,12.09.2012,"ООО ""Мир-пиво""",7729692338,772901001, 100.00, 0.00,, 0.00,,0448 ООО АЛЬФА-СЕРВИС,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1202700556,12.09.2012,"Общество с ограниченной ответственностью ""Высококачественные напитки""",5042114873,504201001, 100.00, 0.00,, 0.00,,0270 ООО Бизнес-Эксперт,50,Право использования программы,Отчетность в Росалкогольрегулирование,50,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1202700555,12.09.2012,"Общество с ограниченной ответственностью ""Евро-трейд""",5042116920,504201001, 100.00, 0.00,, 0.00,,0270 ООО Бизнес-Эксперт,50,Право использования программы,Отчетность в Росалкогольрегулирование,50,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1208101142,11.09.2012,"ООО ""Ажгон""",7704781498,770401001, 100.00, 0.00,, 0.00,,0810 ООО Аспект,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1201655799,11.09.2012,"ООО ""Интехконсалт""",7727643575,772701001,7 000.00, 0.00,, 0.00,,0165 ЗАО «Расчетный Центр «Практик»,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование"" с записью сертификата ключа ЭЦП на защищенный носитель Рутокен",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1205421292,10.09.2012,ИП Щекочихин Сергей Викторович,503805049270,,3 500.00, 0.00,, 0.00,,0542 СЦ «МособлКонтур»,50,Право использования программы,Отчетность в Росалкогольрегулирование,50,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование"" для абонентов системы «Контур-Экстерн»",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1201656677,10.09.2012,"ЗАО ""Былина-бис""",7717137393,771701001,7 000.00, 0.00,, 0.00,,0165 ЗАО «Расчетный Центр «Практик»,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование"" с записью сертификата ключа ЭЦП на защищенный носитель Рутокен",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1203542439,07.09.2012,"ООО ""НИК""",7718566910,771801001, 100.00, 0.00,, 0.00,,"0354 ЗАО ""ОВИОНТ ИНФОРМ""",77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1204180371,06.09.2012,ИП Костенко Виктор Стефанович,500504026604,, 100.00, 0.00,, 0.00,,0418 ООО «Интернет сервис»,50,Право использования программы,Отчетность в Росалкогольрегулирование,50,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1204483121,03.09.2012,Общество с ограниченной ответственностью «АртелЪ»,5029146178,502901001, 100.00, 0.00,, 0.00,,0448 ООО АЛЬФА-СЕРВИС,77,Право использования программы,Отчетность в Росалкогольрегулирование,50,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1209150416,03.09.2012,"ООО ""ТК ""Баварский Двор",5047115052,504701001,7 000.00, 0.00,, 0.00,,0915 ООО «Контур ПЛЮС»,50,Право использования программы,Отчетность в Росалкогольрегулирование,50,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование"" с записью сертификата ключа ЭЦП на защищенный носитель Рутокен",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1201656365,31.08.2012,"ООО ""Золотой теленок""",5003021720,500301001,3 500.00, 0.00,, 0.00,,0165 ЗАО «Расчетный Центр «Практик»,77,Право использования программы,Отчетность в Росалкогольрегулирование,50,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование"" для абонентов системы «Контур-Экстерн»",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1201655747,31.08.2012,"ООО""ОМЕГА""",7705902561,770501001, 100.00, 0.00,, 0.00,,0165 ЗАО «Расчетный Центр «Практик»,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1204483108,30.08.2012,"ООО ""Баппир""",5405418726,540501001, 100.00, 0.00,, 0.00,,0448 ООО АЛЬФА-СЕРВИС,77,Право использования программы,Отчетность в Росалкогольрегулирование,54,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1207333857,30.08.2012,ООО «Отель «Лекко»,5029156480,502901001, 100.00, 0.00,, 0.00,,0733 ООО «Новые Интернет Технологии»,77,Право использования программы,Отчетность в Росалкогольрегулирование,50,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1207333855,30.08.2012,"ООО ""Картошка Сервис""",5012064760,504101001, 100.00, 0.00,, 0.00,,0733 ООО «Новые Интернет Технологии»,77,Право использования программы,Отчетность в Росалкогольрегулирование,50,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1207333852,30.08.2012,ООО «кафе Минутка и Ф»,7725016459,772501001, 100.00, 0.00,, 0.00,,0733 ООО «Новые Интернет Технологии»,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1205421249,30.08.2012,"ЗАО НПО ""Химсинтез""",5023001257,502301001, 100.00, 0.00,, 0.00,,0542 СЦ «МособлКонтур»,50,Право использования программы,Отчетность в Росалкогольрегулирование,50,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1202700529,30.08.2012,"ООО ""Инвестпроект-К""",5042085140,504201001, 100.00, 0.00,, 0.00,,0270 ООО Бизнес-Эксперт,50,Право использования программы,Отчетность в Росалкогольрегулирование,50,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1204483100,30.08.2012,"ООО ""Бравис-М""",7722696164,772401001,3 500.00, 0.00,, 0.00,,0448 ООО АЛЬФА-СЕРВИС,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование"" для абонентов системы «Контур-Экстерн»",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1204440538,30.08.2012,Общество с ограниченной ответственностью «РАЗВИТИЕ»,7716703021,773501001,3 500.00, 0.00,, 0.00,,0444 ООО «Гольдберг-Софт»,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование"" для абонентов системы «Контур-Экстерн»",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1204483095,29.08.2012,"ООО  ЦВМР ""Гармония""",5032138466,503201001,3 500.00, 0.00,, 0.00,,0448 ООО АЛЬФА-СЕРВИС,77,Право использования программы,Отчетность в Росалкогольрегулирование,50,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование"" для абонентов системы «Контур-Экстерн»",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1204483090,29.08.2012,Торгово-закупочная фирма Агропоставка,5031042842,503101001, 100.00, 0.00,, 0.00,,0448 ООО АЛЬФА-СЕРВИС,77,Право использования программы,Отчетность в Росалкогольрегулирование,50,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1204483086,29.08.2012,ТПГ Отечественный продукт,5031067607,720301001,3 500.00, 0.00,, 0.00,,0448 ООО АЛЬФА-СЕРВИС,77,Право использования программы,Отчетность в Росалкогольрегулирование,50,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование"" для абонентов системы «Контур-Экстерн»",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1209064460,29.08.2012,ООО «Финанс Стайл»,5012056663,501201001, 100.00, 0.00,, 0.00,,"0906 ООО ""БК ОМП""",77,Право использования программы,Отчетность в Росалкогольрегулирование,50,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1204483072,29.08.2012,ООО Гостинный Двор,7723570975,772301001, 100.00, 0.00,, 0.00,,0448 ООО АЛЬФА-СЕРВИС,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1204483067,29.08.2012,"ООО ""Арома Лайм""",7704221489,770401001,3 500.00, 0.00,, 0.00,,0448 ООО АЛЬФА-СЕРВИС,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование"" для абонентов системы «Контур-Экстерн»",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1204483045,29.08.2012,ООО Базилик,7701312586,770101001,3 500.00, 0.00,, 0.00,,0448 ООО АЛЬФА-СЕРВИС,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование"" для абонентов системы «Контур-Экстерн»",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1204483044,29.08.2012,ООО Ланч Тайм,7701312593,770101001, 100.00, 0.00,, 0.00,,0448 ООО АЛЬФА-СЕРВИС,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1204483031,29.08.2012,"Общество с ограниченной ответственностью ""Авоська""",7705327640,771701001, 100.00, 0.00,, 0.00,,0448 ООО АЛЬФА-СЕРВИС,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1204483028,29.08.2012,"ООО ""Авоська""",7705327640,770501001, 100.00, 0.00,, 0.00,,0448 ООО АЛЬФА-СЕРВИС,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1201656063,29.08.2012,"ООО ""Концепт-Бар""",7701746142,770101001,3 500.00, 0.00,, 0.00,,0165 ЗАО «Расчетный Центр «Практик»,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование"" для абонентов системы «Контур-Экстерн»",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1204483027,29.08.2012,ЗАО ТДА-инвест,7724547746,772401001,3 500.00, 0.00,, 0.00,,0448 ООО АЛЬФА-СЕРВИС,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование"" для абонентов системы «Контур-Экстерн»",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1201655733,29.08.2012,ООО «Персонал»,7708716394,770801001,3 500.00, 0.00,, 0.00,,0165 ЗАО «Расчетный Центр «Практик»,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование"" для абонентов системы «Контур-Экстерн»",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1204483026,29.08.2012,ООО «Юнион-девелопмент»,7727762244,772701001, 100.00, 0.00,, 0.00,,0448 ООО АЛЬФА-СЕРВИС,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1201656059,29.08.2012,"ООО ""Управляющая Компания ""Светлое поле",7705890228,770501001, 100.00, 0.00,, 0.00,,0165 ЗАО «Расчетный Центр «Практик»,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1201656057,29.08.2012,"ООО ""Ш-Русэкспорт""",7701894824,770101001,5 000.00, 0.00,, 0.00,,0165 ЗАО «Расчетный Центр «Практик»,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование"" для абонентов системы «Контур-Экстерн» с записью сертификата ключа ЭЦП на защищенный носитель Рутокен",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1201656056,29.08.2012,ООО «Ф.Ф.-Бар»,7707730558,770701001,5 000.00, 0.00,, 0.00,,0165 ЗАО «Расчетный Центр «Практик»,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование"" для абонентов системы «Контур-Экстерн» с записью сертификата ключа ЭЦП на защищенный носитель Рутокен",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1202711339,28.08.2012,"ООО ""Руспиво-Логистикс""",5028028943,502801001, 100.00, 0.00,, 0.00,,0271 ООО «АГНЕКО Сервис»,77,Право использования программы,Отчетность в Росалкогольрегулирование,50,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1201656054,28.08.2012,"ООО ""Ш-Мега фуд""",7701894937,770101001,5 000.00, 0.00,, 0.00,,0165 ЗАО «Расчетный Центр «Практик»,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование"" для абонентов системы «Контур-Экстерн» с записью сертификата ключа ЭЦП на защищенный носитель Рутокен",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1201656053,28.08.2012,"ООО ""Ш-Орион Групп""",7728771570,772801001, 100.00, 0.00,, 0.00,,0165 ЗАО «Расчетный Центр «Практик»,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1212077072,28.08.2012,"ооо ""НПП Престиж""",7713174362,774301001, 100.00, 0.00,, 0.00,,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1202711338,28.08.2012,"Общество с ограниченной ответственностью ""Пивоварня Ильичева""",5044079430,504401001, 100.00, 0.00,, 0.00,,0271 ООО «АГНЕКО Сервис»,77,Право использования программы,Отчетность в Росалкогольрегулирование,50,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1202711337,28.08.2012,"ООО ""Торговая компания Бриз""",5020058600,502001001,5 000.00, 0.00,, 0.00,,0271 ООО «АГНЕКО Сервис»,77,Право использования программы,Отчетность в Росалкогольрегулирование,50,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование"" для абонентов системы «Контур-Экстерн» с записью сертификата ключа ЭЦП на защищенный носитель Рутокен",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1202711336,28.08.2012,"ООО ""Оптовая торговая компания""",5044079007,502801001,5 000.00, 0.00,, 0.00,,0271 ООО «АГНЕКО Сервис»,77,Право использования программы,Отчетность в Росалкогольрегулирование,50,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование"" для абонентов системы «Контур-Экстерн» с записью сертификата ключа ЭЦП на защищенный носитель Рутокен",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1201656044,28.08.2012,ООО «Спеттаколо»,7707729111,770701001,5 000.00, 0.00,, 0.00,,0165 ЗАО «Расчетный Центр «Практик»,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование"" для абонентов системы «Контур-Экстерн» с записью сертификата ключа ЭЦП на защищенный носитель Рутокен",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1202711335,28.08.2012,"ООО ""ПТС-Торг""",5020066753,501701001,5 000.00, 0.00,, 0.00,,0271 ООО «АГНЕКО Сервис»,77,Право использования программы,Отчетность в Росалкогольрегулирование,50,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование"" для абонентов системы «Контур-Экстерн» с записью сертификата ключа ЭЦП на защищенный носитель Рутокен",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1202711334,28.08.2012,"Общество с ограниченной ответственностью""Стратегия Олимп""",5044079254,501701001,5 000.00, 0.00,, 0.00,,0271 ООО «АГНЕКО Сервис»,77,Право использования программы,Отчетность в Росалкогольрегулирование,50,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование"" для абонентов системы «Контур-Экстерн» с записью сертификата ключа ЭЦП на защищенный носитель Рутокен",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1201655727,28.08.2012,ООО «Ресторан»,7705920747,770501001,5 000.00, 0.00,, 0.00,,0165 ЗАО «Расчетный Центр «Практик»,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование"" для абонентов системы «Контур-Экстерн» с записью сертификата ключа ЭЦП на защищенный носитель Рутокен",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1201656042,28.08.2012,ООО «ВНУКОВО  СКАЙФУДС»,7701868334,770101001, 100.00, 0.00,, 0.00,,0165 ЗАО «Расчетный Центр «Практик»,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1201656041,28.08.2012,ООО «Шоколад»,7701781980,770101001, 100.00, 0.00,, 0.00,,0165 ЗАО «Расчетный Центр «Практик»,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1202711333,28.08.2012,"ООО ""НСД-Трейд""",5044079409,502801001, 100.00, 0.00,, 0.00,,0271 ООО «АГНЕКО Сервис»,77,Право использования программы,Отчетность в Росалкогольрегулирование,50,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1201655726,28.08.2012,"ООО ""Орион Групп""",7706619966,770601001, 100.00, 0.00,, 0.00,,0165 ЗАО «Расчетный Центр «Практик»,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1204482976,27.08.2012,"ООО ""Охотничий Домик""",5029076883,502901001, 100.00, 0.00,, 0.00,,0448 ООО АЛЬФА-СЕРВИС,77,Право использования программы,Отчетность в Росалкогольрегулирование,50,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1202270532,21.08.2012,Индивидуальный предриниматель Вахромеев Олег Юрьевич,503807752907,,3 500.00, 0.00,, 0.00,,"0227 ООО фирма ""НЭРТИС""",50,Право использования программы,Отчетность в Росалкогольрегулирование,50,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование"" для абонентов системы «Контур-Экстерн»",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1202104198,08.08.2012,"ООО ""Пульс""",5029094353,502901001, 100.00, 0.00,, 0.00,,"0210 ООО ""ОрионМегаПлюс""",77,Право использования программы,Отчетность в Росалкогольрегулирование,50,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1204482755,08.08.2012,"ООО ""Байторг""",7717688104,771701001,3 500.00, 0.00,, 0.00,,0448 ООО АЛЬФА-СЕРВИС,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование"" для абонентов системы «Контур-Экстерн»",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1212075039,08.08.2012,"ООО ""УМКА""",7737508173,772401001, 100.00, 0.00,, 0.00,,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1205470083,07.08.2012,ООО «Драфт»,7701331243,770101001, 100.00, 0.00,, 0.00,,0547 ООО «Инет-Бухгалтерия»,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
285880016,24.07.2012,"ООО ""Мечта""",0000000000,779912356, 100.00, 0.00,, 0.00,,8588 Тестовый ЦРП,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
285880015,23.07.2012,Аптека №2_ФИО,0000000000,779976543,1 500.00, 0.00,, 0.00,,8588 Тестовый ЦРП,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,Изготовление дополнительного сертификата ЭЦП для отчетности в Росалкогольрегулирование для организации на обслуживании (для абонентов системы «Контур-Экстерн» в режиме «Обслуживающая бухгалтерия»),1,доп сертификат ЭТП,доп услуги,Отчетность в Росалкогольрегулирование
285880015,23.07.2012,Аптека №3_ФИО,0000000000,779977001,1 500.00, 0.00,, 0.00,,8588 Тестовый ЦРП,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,Изготовление дополнительного сертификата ЭЦП для отчетности в Росалкогольрегулирование для организации на обслуживании (для абонентов системы «Контур-Экстерн» в режиме «Обслуживающая бухгалтерия»),1,доп сертификат ЭТП,доп услуги,Отчетность в Росалкогольрегулирование
285880015,23.07.2012,Аптека №4_ФИО,0000000000,674589674,1 500.00, 0.00,, 0.00,,8588 Тестовый ЦРП,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,Изготовление дополнительного сертификата ЭЦП для отчетности в Росалкогольрегулирование для организации на обслуживании (для абонентов системы «Контур-Экстерн» в режиме «Обслуживающая бухгалтерия»),1,доп сертификат ЭТП,доп услуги,Отчетность в Росалкогольрегулирование
1208223234,20.07.2012,"ЗАО ""Интрейд Корпорейшн""",7720039815,772001001, 100.00, 0.00,, 0.00,,"0822 ЗАО ""Группа Компаний ""Новые Бизнес Системы",77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1203542076,13.07.2012,"ООО ""Интэкс Консалтинг""",7709648203,770901001,7 000.00, 0.00,, 0.00,,"0354 ЗАО ""ОВИОНТ ИНФОРМ""",77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование"" с записью сертификата ключа ЭЦП на защищенный носитель Рутокен",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1208110617,12.07.2012,"ООО ""Фермас""",7705933866,770501001, 100.00, 0.00,, 0.00,,"0811 ООО ""Контур-Эксперт""",77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1201190110,12.07.2012,"Общество с ограниченной ответственностью ""СОФИ""",5009021477,500901001,7 000.00, 0.00,, 0.00,,0119 ООО ТЕХНОСЕРВИС,50,Право использования программы,Отчетность в Росалкогольрегулирование,50,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование"" с записью сертификата ключа ЭЦП на защищенный носитель Рутокен",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1205420973,09.07.2012,ИП Бурсова Наталья Ивановна,502300065775,,5 500.00, 0.00,, 0.00,,0542 СЦ «МособлКонтур»,50,Право использования программы,Отчетность в Росалкогольрегулирование,50,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1202210693,05.07.2012,"Общество с ограниченной ответственностью ""Народный""",5040046064,504001001,3 500.00, 0.00,, 0.00,,0221 ООО «КМЦ Баланс-Информ»,50,Право использования программы,Отчетность в Росалкогольрегулирование,50,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование"" для абонентов системы «Контур-Экстерн»",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1202270412,02.07.2012,Индивидуальный предприниматель Тузов Алексей Николаевич,503500913417,, 100.00, 0.00,, 0.00,,"0227 ООО фирма ""НЭРТИС""",50,Право использования программы,Отчетность в Росалкогольрегулирование,50,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
